8.555286530873296158e-02 -1.465787280610664212e-01 1.385601882937518847e-01
2.863651860960789719e-01 -3.649262939279651619e-02 7.110696168450235648e-04
1.944672643567924020e-01 -3.948896048264620429e-02 3.510626724674670296e-02
2.580565655009314785e-01 -6.057955364642415852e-02 3.520912637371177017e-02
7.988219691779341325e-02 -2.526712093215213728e-01 2.004903269985860159e-01
2.389694892449933938e-01 -9.845407304931566572e-02 6.756950214408861954e-02
1.346703345024931053e-01 -2.338792940386129615e-01 1.583449177586701562e-01
2.046503179263265970e-01 -1.612696946732397607e-01 8.763597617417170915e-02
3.258041492176277920e-02 -2.492723859957215737e-01 1.330639332050573553e-01
1.575587263201809751e-01 -1.694313427911140479e-01 7.993943019561745855e-02
8.710022434916253609e-02 -2.505514168788514073e-01 1.361810119656924056e-01
2.450873712314327602e-01 -9.902650645155558484e-02 5.388029398583479845e-02
1.435967178686723411e-01 -6.807932564295852973e-02 7.786435911249776909e-02
4.375181053735177628e-02 -2.350778264745528590e-01 1.554067244362354328e-01
1.435475243731674233e-01 -2.266523223353335559e-01 7.071341372045346352e-02
-6.533700181295287734e-02 -1.799453344213181316e-01 1.163515611412240525e-01
-1.141645860352302755e-02 -1.711173380461488980e-01 1.405726494735017595e-01
2.443271081190829808e-01 -9.643266759765592444e-02 5.520851836446983435e-02
1.257350068644040864e-01 -2.201364202488994004e-01 7.449236860242804126e-02
1.835507804906386653e-01 -9.024770357189150494e-02 7.348613801255308997e-02
1.882412472418404370e-02 -2.239422079466038273e-01 1.783711425651581806e-01
1.674600353245501161e-01 -1.434750657082966563e-01 1.020407260852253944e-01
-2.322289752472184166e-02 -2.513072078552464061e-01 1.566678667755450338e-01
1.165581838847449259e-01 -1.747710731213835689e-01 1.317670137781075113e-01
2.032505393724117759e-01 -1.359976543915372149e-01 1.026534087110603788e-01
1.457612316708920552e-01 -1.901552208065820093e-01 1.196922466996087758e-01
-4.249780349076992536e-02 -1.901239158548973240e-01 1.507646473149456545e-01
-3.714018461668056048e-02 -2.493573565788666235e-01 1.603037133069598885e-01
1.428453990282323449e-01 -2.151991821545796713e-01 1.455456646554613154e-01
1.142773945476951436e-01 -2.048238267389808076e-01 1.698561957068390194e-01
2.635975419491762839e-01 -4.150589379835131765e-02 -1.425716942453891453e-02
1.978616155466372817e-01 -1.456172188307413851e-01 8.991229337526651655e-02
1.205741619723346147e-01 -2.395141853419125166e-01 7.589661929229797599e-02
6.576813584381469013e-02 -2.182804838275744230e-01 1.411227221959667488e-01
2.246139328294447512e-01 -1.086192380750295727e-01 8.172381244166226910e-02
1.073321674095808476e-01 -1.003457865582805669e-01 1.218075670063235444e-01
1.651792459875003338e-01 -1.334261762174124843e-01 3.928324222871626414e-02
1.763730022828644550e-01 -1.478264539925111531e-01 8.520313421465189330e-02
2.063318410454066942e-01 -1.154839667659544183e-01 7.425981753276793274e-02
1.687390662076799774e-01 -2.163351046871494765e-01 1.341417179702123486e-01
2.082101381465064627e-01 -6.360271755200401500e-02 6.927785807889833003e-02
4.169462799805190301e-02 -2.824288019660883831e-01 1.125904948030694019e-01
1.471610102248070984e-01 -1.550623699677003975e-01 1.356801327387323619e-01
1.940871328006175123e-01 -9.489872496509114963e-02 8.940694201235163674e-02
1.953974686354325030e-01 -9.929036247290069783e-02 1.022777492908405333e-01
1.577599724381559820e-01 -2.374301699868824611e-01 1.397363600499169356e-01
2.322925902641790330e-01 -4.651021393199546855e-02 5.888461411947933793e-02
1.261643319160841159e-01 -2.042513933367408885e-01 1.624369221574947508e-01
2.357629677652588462e-01 -1.439804170712115361e-01 3.827253950288629636e-02
8.354487626493800612e-02 -2.391698308733775646e-01 1.706388194989638951e-01
1.680369408627448991e-01 -1.656479157731844398e-01 1.165662236670640534e-01
2.268357805334897392e-02 -2.338569333588381149e-01 2.047075512041506562e-01
2.539556168301968508e-01 -2.034374645929290168e-02 2.833545341087747096e-02
2.328918564821489401e-01 1.135028105378901170e-02 7.013203604630348365e-02
-1.256132540800292130e-02 -1.625889747799646456e-01 9.793977741449072516e-02
1.600944274066660178e-01 -1.595479223305649730e-01 6.990395711259819733e-02
1.530776460932714578e-01 -1.279925310320879639e-01 7.648246910240277807e-02
2.339383362956188872e-01 -1.611265863226798434e-01 1.252376952838080426e-01
2.133039009992507840e-01 -7.021700662944824201e-02 6.511877164074908464e-02
1.859210125467885000e-01 -1.953697313301115401e-01 1.178452545501937759e-01
7.624187825042372246e-02 -2.535074987451061967e-01 1.537878112205253167e-01
1.985547966196621328e-01 -1.155912980288741065e-01 8.349030614388715243e-02
1.309763502036636051e-01 -1.595389780586549122e-01 1.361989005095123328e-01
2.384820264258984412e-01 -8.830679656742167205e-02 8.204580623042236065e-02
1.599870961437457328e-01 -1.259085156770580194e-01 1.166064728906591186e-01
1.850265853557884199e-01 -1.150635859861842830e-01 7.095043692606840813e-02
2.409372290651932147e-01 -3.681462318155661467e-02 4.056674524780121138e-02
1.412130694046576096e-01 -1.281848328781527990e-01 1.337302814623524683e-01
2.322120918169889858e-01 -8.787747151574168414e-02 1.014101549155706911e-01
1.875488700344083437e-01 -8.054764068549741252e-02 1.014593484110754146e-01
1.530105640539465295e-01 -1.657105256765542545e-01 1.180017793086189926e-01
1.421566900911626075e-01 -2.364731328925128440e-01 1.583672784384448917e-01
2.347075436798788939e-01 -1.095762751693998005e-01 7.632594434397756145e-02
1.624780758706805273e-01 -2.209369325848442034e-01 5.705998264983967033e-02
