idr,sol,conc,unit,chi,mw (g/mol),mol/kg,monomol/kg
GS0,Ficoll,0,wt %,-0.010669466,70000,0,0
GS0,Ficoll,4,wt %,-0.020290984,70000,0.000595238,0.121832359
GS0,Ficoll,8,wt %,-0.036602337,70000,0.001242236,0.254258835
GS0,Ficoll,12,wt %,-0.040796229,70000,0.001948052,0.398724083
GS0,Ficoll,16,wt %,-0.043789662,70000,0.002721088,0.556947925
GS0,Ficoll,20,wt %,-0.054032439,70000,0.003571429,0.730994152
GS0,Ficoll,24,wt %,-0.078719647,70000,0.004511278,0.923361034
GS0,D-Sorbitol,0,wt %,-0.010669466,182.17,0,0
GS0,D-Sorbitol,4,wt %,-0.010776345,182.17,0.228724086,0.228724086
GS0,D-Sorbitol,8,wt %,-0.007780678,182.17,0.477337222,0.477337222
GS0,D-Sorbitol,12,wt %,-0.003034284,182.17,0.748551553,0.748551553
GS0,D-Sorbitol,16,wt %,-0.00297222,182.17,1.04559582,1.04559582
GS0,D-Sorbitol,20,wt %,-0.007024423,182.17,1.372344513,1.372344513
GS0,D-Sorbitol,24,wt %,-0.006662055,182.17,1.733487806,1.733487806
GS0,Glycerol,0,wt %,-0.010669466,92,0,0
GS0,Glycerol,4,wt %,-0.008481097,92,0.452898551,0.452898551
GS0,Glycerol,8,wt %,-0.004855845,92,0.945179584,0.945179584
GS0,Glycerol,12,wt %,0.00694949,92,1.482213439,1.482213439
GS0,Glycerol,16,wt %,0.012128723,92,2.070393375,2.070393375
GS0,Glycerol,20,wt %,0.015344853,92,2.717391304,2.717391304
GS0,Glycerol,24,wt %,0.020827117,92,3.432494279,3.432494279
GS0,PEG200,0,wt %,-0.010669466,200,0,0
GS0,PEG200,4,wt %,-0.013683804,200,0.208333333,0.946969697
GS0,PEG200,8,wt %,8.95E-05,200,0.434782609,1.976284585
GS0,PEG200,12,wt %,0.001510657,200,0.681818182,3.099173554
GS0,PEG200,16,wt %,0.009134328,200,0.952380952,4.329004329
GS0,PEG200,20,wt %,0.009599193,200,1.25,5.681818182
GS0,PEG200,24,wt %,0.011697633,200,1.578947368,7.177033493
GS0,PEG1500,0,wt %,-0.010669466,1500,0,0
GS0,PEG1500,4,wt %,-0.01962003,1500,0.027777778,0.946969697
GS0,PEG1500,8,wt %,-0.020337696,1500,0.057971014,1.976284585
GS0,PEG1500,12,wt %,-0.019767578,1500,0.090909091,3.099173554
GS0,PEG1500,16,wt %,-0.023589331,1500,0.126984127,4.329004329
GS0,PEG1500,20,wt %,-0.028034788,1500,0.166666667,5.681818182
GS0,PEG1500,24,wt %,-0.034755896,1500,0.210526316,7.177033493
GS0,PEG4000,0,wt %,-0.010669466,4000,0,0
GS0,PEG4000,4,wt %,-0.026222041,4000,0.010416667,0.946969697
GS0,PEG4000,8,wt %,-0.029794256,4000,0.02173913,1.976284585
GS0,PEG4000,12,wt %,-0.032588889,4000,0.034090909,3.099173554
GS0,PEG4000,16,wt %,-0.066517428,4000,0.047619048,4.329004329
GS0,PEG4000,20,wt %,-0.172885168,4000,0.0625,5.681818182
GS0,PEG4000,24,wt %,-0.33663241,4000,0.078947368,7.177033493
GS0,PEG8000,0,wt %,-0.010669466,8000,0,0
GS0,PEG8000,4,wt %,-0.02915412,8000,0.005208333,0.946969697
GS0,PEG8000,8,wt %,-0.029277676,8000,0.010869565,1.976284585
GS0,PEG8000,12,wt %,-0.035931647,8000,0.017045455,3.099173554
GS0,PEG8000,16,wt %,-0.046038818,8000,0.023809524,4.329004329
GS0,PEG8000,20,wt %,-0.062892661,8000,0.03125,5.681818182
GS0,PEG8000,24,wt %,-0.202816137,8000,0.039473684,7.177033493
GS0,Sucrose,0,wt %,-0.010669466,342.3,0,0
GS0,Sucrose,4,wt %,-0.007515641,342.3,0.121725582,0.121725582
GS0,Sucrose,8,wt %,0.002841961,342.3,0.254035997,0.254035997
GS0,Sucrose,12,wt %,0.00638277,342.3,0.398374632,0.398374632
GS0,Sucrose,16,wt %,0.015070016,342.3,0.556459803,0.556459803
GS0,Sucrose,20,wt %,0.017189939,342.3,0.730353491,0.730353491
GS0,Sucrose,24,wt %,0.018792055,342.3,0.922551778,0.922551778
GS0,L(+)-Arabinose,0,wt %,-0.010669466,150.13,0,0
GS0,L(+)-Arabinose,4,wt %,-0.005444239,150.13,0.277537245,0.277537245
GS0,L(+)-Arabinose,8,wt %,-0.000878067,150.13,0.579208165,0.579208165
GS0,L(+)-Arabinose,12,wt %,0.006184786,150.13,0.908303713,0.908303713
GS0,L(+)-Arabinose,16,wt %,0.007740694,150.13,1.268741694,1.268741694
GS0,L(+)-Arabinose,20,wt %,0.010049039,150.13,1.665223473,1.665223473
GS0,L(+)-Arabinose,24,wt %,0.016675591,150.13,2.103440176,2.103440176
GS0,Dextran,0,wt %,-0.010669466,20000,0,0
GS0,Dextran,4,wt %,-0.029003349,20000,0.002083333,0.231481481
GS0,Dextran,8,wt %,-0.048602547,20000,0.004347826,0.483091787
GS0,Dextran,12,wt %,-0.072202738,20000,0.006818182,0.757575758
GS0,Dextran,16,wt %,-0.105564698,20000,0.00952381,1.058201058
GS0,Dextran,20,wt %,-0.118184595,20000,0.0125,1.388888889
GS0,Dextran,24,wt %,-0.186143681,20000,0.015789474,1.754385965
GS0,EG,0,wt %,-0.010669466,62,0,0
GS0,EG,4,wt %,-0.015338274,62,0.672043011,0.672043011
GS0,EG,8,wt %,-0.012261592,62,1.402524544,1.402524544
GS0,EG,12,wt %,-0.010399884,62,2.19941349,2.19941349
GS0,EG,16,wt %,-0.005687777,62,3.072196621,3.072196621
GS0,EG,20,wt %,-0.004177463,62,4.032258065,4.032258065
GS0,EG,24,wt %,0.001038345,62,5.093378608,5.093378608
GS0,PEG400,0,wt %,-0.010669466,400,0,0
GS0,PEG400,4,wt %,-0.014127601,400,0.104166667,0.946969697
GS0,PEG400,8,wt %,-0.009229648,400,0.217391304,1.976284585
GS0,PEG400,12,wt %,-0.004805104,400,0.340909091,3.099173554
GS0,PEG400,16,wt %,-0.003364059,400,0.476190476,4.329004329
GS0,PEG400,20,wt %,-0.001210331,400,0.625,5.681818182
GS0,PEG400,24,wt %,-0.000832693,400,0.789473684,7.177033493
GS0,PEG2000,0,wt %,-0.010669466,2000,0,0
GS0,PEG2000,4,wt %,-0.021921152,2000,0.020833333,0.946969697
GS0,PEG2000,8,wt %,-0.02408812,2000,0.043478261,1.976284585
GS0,PEG2000,12,wt %,-0.025788542,2000,0.068181818,3.099173554
GS0,PEG2000,16,wt %,-0.030376263,2000,0.095238095,4.329004329
GS0,PEG2000,20,wt %,-0.031386669,2000,0.125,5.681818182
GS0,PEG2000,24,wt %,-0.036338014,2000,0.157894737,7.177033493
GS0,PEG6000,0,wt %,-0.010669466,6000,0,0
GS0,PEG6000,4,wt %,-0.028356601,6000,0.006944444,0.946969697
GS0,PEG6000,8,wt %,-0.033553327,6000,0.014492754,1.976284585
GS0,PEG6000,12,wt %,-0.03534179,6000,0.022727273,3.099173554
GS0,PEG6000,16,wt %,-0.040461676,6000,0.031746032,4.329004329
GS0,PEG6000,20,wt %,-0.049435168,6000,0.041666667,5.681818182
GS0,PEG6000,24,wt %,-0.116720461,6000,0.052631579,7.177033493
GS0,PEG10000,0,wt %,-0.010669466,10000,0,0
GS0,PEG10000,4,wt %,-0.031157473,10000,0.004166667,0.946969697
GS0,PEG10000,8,wt %,-0.036158585,10000,0.008695652,1.976284585
GS0,PEG10000,12,wt %,-0.042258801,10000,0.013636364,3.099173554
GS0,PEG10000,16,wt %,-0.045955466,10000,0.019047619,4.329004329
GS0,PEG10000,20,wt %,-0.08428372,10000,0.025,5.681818182
GS0,PEG10000,24,wt %,-0.253628254,10000,0.031578947,7.177033493
GS0,L-Proline,0,wt %,-0.010669466,115.13,0,0
GS0,L-Proline,4,wt %,-0.007045207,115.13,0.361909725,0.361909725
GS0,L-Proline,8,wt %,-0.002260151,115.13,0.755289861,0.755289861
GS0,L-Proline,12,wt %,-0.001474794,115.13,1.184431828,1.184431828
GS0,L-Proline,16,wt %,0.005767205,115.13,1.654444458,1.654444458
GS0,L-Proline,20,wt %,0.004360374,115.13,2.171458351,2.171458351
GS0,L-Proline,24,wt %,0.003906361,115.13,2.74289476,2.74289476
GS0,Glycine,0,wt %,-0.010669466,75.07,0,0
GS0,Glycine,2,wt %,-0.021974264,75.07,0.271855112,0.271855112
GS0,Glycine,4,wt %,-0.034298726,75.07,0.555037521,0.555037521
GS0,Glycine,6,wt %,-0.045269547,75.07,0.850270244,0.850270244
GS0,Glycine,8,wt %,-0.059870553,75.07,1.158339173,1.158339173
GS0,Glycine,10,wt %,-0.082714992,75.07,1.480100055,1.480100055
GS0,Glycine,12,wt %,-0.092911817,75.07,1.816486431,1.816486431
GS0,Tricine,0,wt %,-0.010669466,179.17,0,0
GS0,Tricine,4,wt %,0.003439687,179.17,0.232553813,0.232553813
GS0,Tricine,8,wt %,-0.001509888,179.17,0.485329697,0.485329697
GS0,Tricine,12,wt %,0.039243826,179.17,0.761085206,0.761085206
GS0,Tricine,16,wt %,0.053432634,179.17,1.063103145,1.063103145
GS0,Tricine,20,wt %,0.067117246,179.17,1.395322878,1.395322878
GS0,Tricine,24,wt %,0.083455925,179.17,1.762513109,1.762513109
GS0,Sarcosine,0,wt %,-0.010669466,89.09,0,0
GS0,Sarcosine,4,wt %,-0.02683429,89.09,0.467691847,0.467691847
GS0,Sarcosine,8,wt %,-0.042601644,89.09,0.976052551,0.976052551
GS0,Sarcosine,12,wt %,-0.064557921,89.09,1.530627864,1.530627864
GS0,Sarcosine,16,wt %,-0.088584662,89.09,2.138019873,2.138019873
GS0,Sarcosine,20,wt %,-0.120000053,89.09,2.806151083,2.806151083
GS0,Sarcosine,24,wt %,-0.142833752,89.09,3.544611895,3.544611895
GS0,BetaineH2O,0,wt %,-0.010669466,135.17,0,0
GS0,BetaineH2O,4,wt %,-0.013593981,135.17,0.308253804,0.308253804
GS0,BetaineH2O,8,wt %,-0.010102788,135.17,0.643312286,0.643312286
GS0,BetaineH2O,12,wt %,-0.006376502,135.17,1.008830631,1.008830631
GS0,BetaineH2O,16,wt %,-0.00888441,135.17,1.409160246,1.409160246
GS0,BetaineH2O,20,wt %,-0.006692366,135.17,1.849522823,1.849522823
GS0,BetaineH2O,24,wt %,-0.008077877,135.17,2.336239356,2.336239356
GS0,L-Tryptophan,0,wt %,-0.010669466,204.23,0,0
GS0,L-Tryptophan,0.2,wt %,-0.005732678,204.23,0.009812506,0.009812506
GS0,L-Tryptophan,0.4,wt %,-0.009614077,204.23,0.019664419,0.019664419
GS0,L-Tryptophan,0.6,wt %,-0.004738342,204.23,0.029555978,0.029555978
GS0,L-Tryptophan,0.8,wt %,-0.002895547,204.23,0.039487422,0.039487422
GS0,L-Tryptophan,1,wt %,0.006734451,204.23,0.049458993,0.049458993
GS0,L-Tryptophan,1.2,wt %,0.006193673,204.23,0.059470935,0.059470935
GS0,D-Galactose,0,wt %,-0.010669466,180.16,0,0
GS0,D-Galactose,4,wt %,-0.017101096,180.16,0.231275903,0.231275903
GS0,D-Galactose,8,wt %,0.017242186,180.16,0.482662754,0.482662754
GS0,D-Galactose,12,wt %,0.024067623,180.16,0.756902955,0.756902955
GS0,D-Galactose,16,wt %,0.030027202,180.16,1.05726127,1.05726127
GS0,D-Galactose,20,wt %,0.031869871,180.16,1.387655417,1.387655417
GS0,D-Galactose,24,wt %,0.042230307,180.16,1.752827896,1.752827896
GS0,Trehalose2H2O,0,wt %,-0.010669466,378.33,0,0
GS0,Trehalose2H2O,4,wt %,-0.001994362,378.33,0.110133129,0.110133129
GS0,Trehalose2H2O,8,wt %,0.002990339,378.33,0.229843052,0.229843052
GS0,Trehalose2H2O,12,wt %,0.006601403,378.33,0.360435695,0.360435695
GS0,Trehalose2H2O,16,wt %,0.010706407,378.33,0.503465732,0.503465732
GS0,Trehalose2H2O,20,wt %,0.020883527,378.33,0.660798774,0.660798774
GS0,Trehalose2H2O,24,wt %,0.018311384,378.33,0.834693188,0.834693188
GS0,D-Mannitol,0,wt %,-0.010669466,182.17,0,0
GS0,D-Mannitol,2,wt %,0.025216256,182.17,0.112028124,0.112028124
GS0,D-Mannitol,4,wt %,-0.001719503,182.17,0.228724086,0.228724086
GS0,D-Mannitol,6,wt %,-0.006139538,182.17,0.350385833,0.350385833
GS0,D-Mannitol,8,wt %,-0.002896281,182.17,0.477337222,0.477337222
GS0,D-Mannitol,10,wt %,-0.005014333,182.17,0.609930895,0.609930895
GS0,D-Mannitol,12,wt %,-0.004280638,182.17,0.748551553,0.748551553
GS0,Xylitol,0,wt %,-0.010669466,152.15,0,0
GS0,Xylitol,4,wt %,-0.003783785,152.15,0.273852558,0.273852558
GS0,Xylitol,8,wt %,0.001992401,152.15,0.571518381,0.571518381
GS0,Xylitol,12,wt %,0.006338913,152.15,0.896244735,0.896244735
GS0,Xylitol,16,wt %,0.008201092,152.15,1.251897407,1.251897407
GS0,Xylitol,20,wt %,0.012725075,152.15,1.643115347,1.643115347
GS0,Xylitol,24,wt %,0.010426709,152.15,2.075514122,2.075514122
GS0,Meso-Erythritol,0,wt %,-0.010669466,122,0,0
GS0,Meso-Erythritol,4,wt %,-0.008046649,122,0.341530055,0.341530055
GS0,Meso-Erythritol,8,wt %,0.008437698,122,0.712758375,0.712758375
GS0,Meso-Erythritol,12,wt %,0.003400404,122,1.117734724,1.117734724
GS0,Meso-Erythritol,16,wt %,0.008033866,122,1.56128025,1.56128025
GS0,Meso-Erythritol,20,wt %,0.009176911,122,2.049180328,2.049180328
GS0,Meso-Erythritol,24,wt %,0.008997813,122,2.588438309,2.588438309
GS0,Myo-Inositol,0,wt %,-0.010669466,180.16,0,0
GS0,Myo-Inositol,2,wt %,-0.010998003,180.16,0.113277993,0.113277993
GS0,Myo-Inositol,4,wt %,-0.01115197,180.16,0.231275903,0.231275903
GS0,Myo-Inositol,6,wt %,-0.008491567,180.16,0.354295,0.354295
GS0,Myo-Inositol,8,wt %,-0.012639657,180.16,0.482662754,0.482662754
GS0,Myo-Inositol,10,wt %,-0.012423517,180.16,0.616735741,0.616735741
GS0,Myo-Inositol,12,wt %,-0.020902233,180.16,0.756902955,0.756902955
GS0,Urea,0,M,-0.010669466,60.06,0,0
GS0,Urea,0.25,M,-0.00456867,60.06,0.25,0.25
GS0,Urea,0.5,M,0.014179921,60.06,0.5,0.5
GS0,Urea,0.75,M,0.024937188,60.06,0.75,0.75
GS0,Urea,1,M,0.027295914,60.06,1,1
GS0,Urea,1.25,M,0.035620756,60.06,1.25,1.25
GS0,Urea,1.5,M,0.046050137,60.06,1.5,1.5
GS0,GuHCl,0,M,-0.010669466,95.53,0,0
GS0,GuHCl,0.25,M,0.011353252,95.53,0.25,0.25
GS0,GuHCl,0.5,M,0.023050552,95.53,0.5,0.5
GS0,GuHCl,0.75,M,0.040099448,95.53,0.75,0.75
GS0,GuHCl,1,M,0.056710432,95.53,1,1
GS0,GuHCl,1.25,M,0.076066295,95.53,1.25,1.25
GS0,GuHCl,1.5,M,0.09169221,95.53,1.5,1.5
GS0,NaCl,0,M,-0.029948358,58.44,0,0
GS0,NaCl,0.25,M,-0.002727478,58.44,0.25,0.25
GS0,NaCl,0.5,M,0.001931875,58.44,0.5,0.5
GS0,NaCl,0.75,M,-0.005008898,58.44,0.75,0.75
GS0,NaCl,1,M,-0.012075667,58.44,1,1
GS0,NaCl,1.25,M,-0.025004619,58.44,1.25,1.25
GS0,NaCl,1.5,M,-0.028977621,58.44,1.5,1.5
GS0,KCl,0,M,-0.029948358,74.55,0,0
GS0,KCl,0.25,M,0.005180577,74.55,0.25,0.25
GS0,KCl,0.5,M,0.006201866,74.55,0.5,0.5
GS0,KCl,0.75,M,0.005594945,74.55,0.75,0.75
GS0,KCl,1,M,-0.004209418,74.55,1,1
GS0,KCl,1.25,M,-0.014052337,74.55,1.25,1.25
GS0,KCl,1.5,M,-0.028221287,74.55,1.5,1.5
GS8,Ficoll,0,wt %,0.008477628,70000,0,0
GS8,Ficoll,4,wt %,0.000116138,70000,0.000595238,0.121832359
GS8,Ficoll,8,wt %,-0.016696882,70000,0.001242236,0.254258835
GS8,Ficoll,12,wt %,-0.029070011,70000,0.001948052,0.398724083
GS8,Ficoll,16,wt %,-0.043617921,70000,0.002721088,0.556947925
GS8,Ficoll,20,wt %,-0.053883329,70000,0.003571429,0.730994152
GS8,Ficoll,24,wt %,-0.0824605,70000,0.004511278,0.923361034
GS8,D-Sorbitol,0,wt %,0.008477628,182.17,0,0
GS8,D-Sorbitol,4,wt %,0.017436719,182.17,0.228724086,0.228724086
GS8,D-Sorbitol,8,wt %,0.022582034,182.17,0.477337222,0.477337222
GS8,D-Sorbitol,12,wt %,0.025013552,182.17,0.748551553,0.748551553
GS8,D-Sorbitol,16,wt %,0.024852842,182.17,1.04559582,1.04559582
GS8,D-Sorbitol,20,wt %,0.020944414,182.17,1.372344513,1.372344513
GS8,D-Sorbitol,24,wt %,0.016154696,182.17,1.733487806,1.733487806
GS8,Glycerol,0,wt %,0.008477628,92,0,0
GS8,Glycerol,4,wt %,0.023562441,92,0.452898551,0.452898551
GS8,Glycerol,8,wt %,0.030588606,92,0.945179584,0.945179584
GS8,Glycerol,12,wt %,0.036403063,92,1.482213439,1.482213439
GS8,Glycerol,16,wt %,0.040407988,92,2.070393375,2.070393375
GS8,Glycerol,20,wt %,0.043485983,92,2.717391304,2.717391304
GS8,Glycerol,24,wt %,0.052643578,92,3.432494279,3.432494279
GS8,PEG200,0,wt %,0.008477628,200,0,0
GS8,PEG200,4,wt %,0.016336234,200,0.208333333,0.946969697
GS8,PEG200,8,wt %,0.018721958,200,0.434782609,1.976284585
GS8,PEG200,12,wt %,0.023041479,200,0.681818182,3.099173554
GS8,PEG200,16,wt %,0.023272459,200,0.952380952,4.329004329
GS8,PEG200,20,wt %,0.026673726,200,1.25,5.681818182
GS8,PEG200,24,wt %,0.02556088,200,1.578947368,7.177033493
GS8,PEG1500,0,wt %,0.008477628,1500,0,0
GS8,PEG1500,4,wt %,0.004816022,1500,0.027777778,0.946969697
GS8,PEG1500,8,wt %,-0.002343723,1500,0.057971014,1.976284585
GS8,PEG1500,12,wt %,-0.00678858,1500,0.090909091,3.099173554
GS8,PEG1500,16,wt %,-0.017797613,1500,0.126984127,4.329004329
GS8,PEG1500,20,wt %,-0.028224255,1500,0.166666667,5.681818182
GS8,PEG1500,24,wt %,-0.034066726,1500,0.210526316,7.177033493
GS8,PEG4000,0,wt %,0.008477628,4000,0,0
GS8,PEG4000,4,wt %,-0.006020411,4000,0.010416667,0.946969697
GS8,PEG4000,8,wt %,-0.014865654,4000,0.02173913,1.976284585
GS8,PEG4000,12,wt %,-0.030022395,4000,0.034090909,3.099173554
GS8,PEG4000,16,wt %,-0.036025858,4000,0.047619048,4.329004329
GS8,PEG4000,20,wt %,-0.082206911,4000,0.0625,5.681818182
GS8,PEG4000,24,wt %,-0.193657689,4000,0.078947368,7.177033493
GS8,PEG8000,0,wt %,0.008477628,8000,0,0
GS8,PEG8000,4,wt %,-0.006634369,8000,0.005208333,0.946969697
GS8,PEG8000,8,wt %,-0.017966024,8000,0.010869565,1.976284585
GS8,PEG8000,12,wt %,-0.029526152,8000,0.017045455,3.099173554
GS8,PEG8000,16,wt %,-0.038300836,8000,0.023809524,4.329004329
GS8,PEG8000,20,wt %,-0.091573425,8000,0.03125,5.681818182
GS8,PEG8000,24,wt %,-0.262098838,8000,0.039473684,7.177033493
GS8,Sucrose,0,wt %,0.008477628,342.3,0,0
GS8,Sucrose,4,wt %,0.025090408,342.3,0.121725582,0.121725582
GS8,Sucrose,8,wt %,0.032064045,342.3,0.254035997,0.254035997
GS8,Sucrose,12,wt %,0.042716958,342.3,0.398374632,0.398374632
GS8,Sucrose,16,wt %,0.048767416,342.3,0.556459803,0.556459803
GS8,Sucrose,20,wt %,0.049810205,342.3,0.730353491,0.730353491
GS8,Sucrose,24,wt %,0.055276629,342.3,0.922551778,0.922551778
GS8,L(+)-Arabinose,0,wt %,0.008477628,150.13,0,0
GS8,L(+)-Arabinose,4,wt %,0.023761581,150.13,0.277537245,0.277537245
GS8,L(+)-Arabinose,8,wt %,0.032532774,150.13,0.579208165,0.579208165
GS8,L(+)-Arabinose,12,wt %,0.043294424,150.13,0.908303713,0.908303713
GS8,L(+)-Arabinose,16,wt %,0.049517268,150.13,1.268741694,1.268741694
GS8,L(+)-Arabinose,20,wt %,0.046561053,150.13,1.665223473,1.665223473
GS8,L(+)-Arabinose,24,wt %,0.060751593,150.13,2.103440176,2.103440176
GS8,Dextran,0,wt %,0.008477628,20000,0,0
GS8,Dextran,4,wt %,-0.009329966,20000,0.002083333,0.231481481
GS8,Dextran,8,wt %,-0.030727522,20000,0.004347826,0.483091787
GS8,Dextran,12,wt %,-0.046176545,20000,0.006818182,0.757575758
GS8,Dextran,16,wt %,-0.074163583,20000,0.00952381,1.058201058
GS8,Dextran,20,wt %,-0.088905031,20000,0.0125,1.388888889
GS8,Dextran,24,wt %,-0.126891941,20000,0.015789474,1.754385965
GS8,EG,0,wt %,0.008477628,62,0,0
GS8,EG,4,wt %,0.011102834,62,0.672043011,0.672043011
GS8,EG,8,wt %,0.01134649,62,1.402524544,1.402524544
GS8,EG,12,wt %,0.011331331,62,2.19941349,2.19941349
GS8,EG,16,wt %,0.013179953,62,3.072196621,3.072196621
GS8,EG,20,wt %,0.012347639,62,4.032258065,4.032258065
GS8,EG,24,wt %,0.019877397,62,5.093378608,5.093378608
GS8,PEG400,0,wt %,0.008477628,400,0,0
GS8,PEG400,4,wt %,0.015758225,400,0.104166667,0.946969697
GS8,PEG400,8,wt %,0.019805768,400,0.217391304,1.976284585
GS8,PEG400,12,wt %,0.016224318,400,0.340909091,3.099173554
GS8,PEG400,16,wt %,0.021212899,400,0.476190476,4.329004329
GS8,PEG400,20,wt %,0.0284756,400,0.625,5.681818182
GS8,PEG400,24,wt %,0.020046736,400,0.789473684,7.177033493
GS8,PEG2000,0,wt %,0.008477628,2000,0,0
GS8,PEG2000,4,wt %,0.000371712,2000,0.020833333,0.946969697
GS8,PEG2000,8,wt %,-0.003091749,2000,0.043478261,1.976284585
GS8,PEG2000,12,wt %,-0.009660614,2000,0.068181818,3.099173554
GS8,PEG2000,16,wt %,-0.027733542,2000,0.095238095,4.329004329
GS8,PEG2000,20,wt %,-0.033118303,2000,0.125,5.681818182
GS8,PEG2000,24,wt %,-0.036505132,2000,0.157894737,7.177033493
GS8,PEG6000,0,wt %,0.008477628,6000,0,0
GS8,PEG6000,4,wt %,-0.007024626,6000,0.006944444,0.946969697
GS8,PEG6000,8,wt %,-0.016429886,6000,0.014492754,1.976284585
GS8,PEG6000,12,wt %,-0.026872467,6000,0.022727273,3.099173554
GS8,PEG6000,16,wt %,-0.038255008,6000,0.031746032,4.329004329
GS8,PEG6000,20,wt %,-0.058794934,6000,0.041666667,5.681818182
GS8,PEG6000,24,wt %,-0.155335664,6000,0.052631579,7.177033493
GS8,PEG10000,0,wt %,0.008477628,10000,0,0
GS8,PEG10000,4,wt %,-0.009521338,10000,0.004166667,0.946969697
GS8,PEG10000,8,wt %,-0.022111756,10000,0.008695652,1.976284585
GS8,PEG10000,12,wt %,-0.033510562,10000,0.013636364,3.099173554
GS8,PEG10000,16,wt %,-0.048710522,10000,0.019047619,4.329004329
GS8,PEG10000,20,wt %,-0.119204964,10000,0.025,5.681818182
GS8,PEG10000,24,wt %,-0.279844545,10000,0.031578947,7.177033493
GS8,L-Proline,0,wt %,0.008477628,115.13,0,0
GS8,L-Proline,4,wt %,0.016563719,115.13,0.361909725,0.361909725
GS8,L-Proline,8,wt %,0.020523223,115.13,0.755289861,0.755289861
GS8,L-Proline,12,wt %,0.026843701,115.13,1.184431828,1.184431828
GS8,L-Proline,16,wt %,0.030174895,115.13,1.654444458,1.654444458
GS8,L-Proline,20,wt %,0.034749386,115.13,2.171458351,2.171458351
GS8,L-Proline,24,wt %,0.030573139,115.13,2.74289476,2.74289476
GS8,Glycine,0,wt %,0.008477628,75.07,0,0
GS8,Glycine,2,wt %,-0.003793467,75.07,0.271855112,0.271855112
GS8,Glycine,4,wt %,-0.014588848,75.07,0.555037521,0.555037521
GS8,Glycine,6,wt %,-0.025496305,75.07,0.850270244,0.850270244
GS8,Glycine,8,wt %,-0.040765375,75.07,1.158339173,1.158339173
GS8,Glycine,10,wt %,-0.062686281,75.07,1.480100055,1.480100055
GS8,Glycine,12,wt %,-0.078378292,75.07,1.816486431,1.816486431
GS8,Tricine,0,wt %,0.008477628,179.17,0,0
GS8,Tricine,4,wt %,0.036596385,179.17,0.232553813,0.232553813
GS8,Tricine,8,wt %,0.042335811,179.17,0.485329697,0.485329697
GS8,Tricine,12,wt %,0.079405981,179.17,0.761085206,0.761085206
GS8,Tricine,16,wt %,0.096115521,179.17,1.063103145,1.063103145
GS8,Tricine,20,wt %,0.108488289,179.17,1.395322878,1.395322878
GS8,Tricine,24,wt %,0.113193442,179.17,1.762513109,1.762513109
GS8,Sarcosine,0,wt %,0.008477628,89.09,0,0
GS8,Sarcosine,4,wt %,-0.005803738,89.09,0.467691847,0.467691847
GS8,Sarcosine,8,wt %,-0.021742745,89.09,0.976052551,0.976052551
GS8,Sarcosine,12,wt %,-0.042784355,89.09,1.530627864,1.530627864
GS8,Sarcosine,16,wt %,-0.07179875,89.09,2.138019873,2.138019873
GS8,Sarcosine,20,wt %,-0.103534228,89.09,2.806151083,2.806151083
GS8,Sarcosine,24,wt %,-0.133052059,89.09,3.544611895,3.544611895
GS8,BetaineH2O,0,wt %,0.008477628,135.17,0,0
GS8,BetaineH2O,4,wt %,0.009610309,135.17,0.308253804,0.308253804
GS8,BetaineH2O,8,wt %,0.013299441,135.17,0.643312286,0.643312286
GS8,BetaineH2O,12,wt %,0.014341586,135.17,1.008830631,1.008830631
GS8,BetaineH2O,16,wt %,0.015657305,135.17,1.409160246,1.409160246
GS8,BetaineH2O,20,wt %,0.01343908,135.17,1.849522823,1.849522823
GS8,BetaineH2O,24,wt %,0.014878217,135.17,2.336239356,2.336239356
GS8,L-Tryptophan,0,wt %,0.008477628,204.23,0,0
GS8,L-Tryptophan,0.2,wt %,-0.023828285,204.23,0.009812506,0.009812506
GS8,L-Tryptophan,0.4,wt %,-0.034485914,204.23,0.019664419,0.019664419
GS8,L-Tryptophan,0.6,wt %,-0.038647875,204.23,0.029555978,0.029555978
GS8,L-Tryptophan,0.8,wt %,-0.042728752,204.23,0.039487422,0.039487422
GS8,L-Tryptophan,1,wt %,-0.029919155,204.23,0.049458993,0.049458993
GS8,L-Tryptophan,1.2,wt %,-0.025066997,204.23,0.059470935,0.059470935
GS8,D-Galactose,0,wt %,0.008477628,180.16,0,0
GS8,D-Galactose,4,wt %,0.006786158,180.16,0.231275903,0.231275903
GS8,D-Galactose,8,wt %,0.032891064,180.16,0.482662754,0.482662754
GS8,D-Galactose,12,wt %,0.04073749,180.16,0.756902955,0.756902955
GS8,D-Galactose,16,wt %,0.049119551,180.16,1.05726127,1.05726127
GS8,D-Galactose,20,wt %,0.055348393,180.16,1.387655417,1.387655417
GS8,D-Galactose,24,wt %,0.055613179,180.16,1.752827896,1.752827896
GS8,Trehalose2H2O,0,wt %,0.008477628,378.33,0,0
GS8,Trehalose2H2O,4,wt %,0.010441821,378.33,0.110133129,0.110133129
GS8,Trehalose2H2O,8,wt %,0.016079826,378.33,0.229843052,0.229843052
GS8,Trehalose2H2O,12,wt %,0.019652734,378.33,0.360435695,0.360435695
GS8,Trehalose2H2O,16,wt %,0.021776613,378.33,0.503465732,0.503465732
GS8,Trehalose2H2O,20,wt %,0.023937449,378.33,0.660798774,0.660798774
GS8,Trehalose2H2O,24,wt %,0.022671543,378.33,0.834693188,0.834693188
