idr,sol,conc,unit,chi,mw (g/mol),mol/kg,monomol/kg
E1A,EG,24,wt %,-0.191794401,62,5.093378608,5.093378608
E1A,PEG400,0,wt %,-0.204778969,400,0,0
E1A,PEG400,4,wt %,-0.205447039,400,0.104166667,0.946969697
E1A,PEG400,8,wt %,-0.205531981,400,0.217391304,1.976284585
E1A,PEG400,12,wt %,-0.206840874,400,0.340909091,3.099173554
E1A,PEG400,16,wt %,-0.206907638,400,0.476190476,4.329004329
E1A,PEG400,20,wt %,-0.204103732,400,0.625,5.681818182
E1A,PEG400,24,wt %,-0.200877518,400,0.789473684,7.177033493
E1A,PEG2000,0,wt %,-0.204778969,2000,0,0
E1A,PEG2000,4,wt %,-0.216985825,2000,0.020833333,0.946969697
E1A,PEG2000,8,wt %,-0.232893558,2000,0.043478261,1.976284585
E1A,PEG2000,12,wt %,-0.247917781,2000,0.068181818,3.099173554
E1A,PEG2000,16,wt %,-0.259185494,2000,0.095238095,4.329004329
E1A,PEG2000,20,wt %,-0.282119769,2000,0.125,5.681818182
E1A,PEG2000,24,wt %,-0.316562995,2000,0.157894737,7.177033493
E1A,PEG6000,0,wt %,-0.204778969,6000,0,0
E1A,PEG6000,4,wt %,-0.218983261,6000,0.006944444,0.946969697
E1A,PEG6000,8,wt %,-0.237966076,6000,0.014492754,1.976284585
E1A,PEG6000,12,wt %,-0.273385789,6000,0.022727273,3.099173554
E1A,PEG6000,16,wt %,-0.358236225,6000,0.031746032,4.329004329
E1A,PEG6000,20,wt %,-0.409997379,6000,0.041666667,5.681818182
E1A,PEG6000,24,wt %,-0.491743109,6000,0.052631579,7.177033493
E1A,PEG10000,0,wt %,-0.204778969,10000,0,0
E1A,PEG10000,4,wt %,-0.219694905,10000,0.004166667,0.946969697
E1A,PEG10000,8,wt %,-0.243128975,10000,0.008695652,1.976284585
E1A,PEG10000,12,wt %,-0.309390584,10000,0.013636364,3.099173554
E1A,PEG10000,16,wt %,-0.391949758,10000,0.019047619,4.329004329
E1A,PEG10000,20,wt %,-0.515223877,10000,0.025,5.681818182
E1A,PEG10000,24,wt %,-0.582039741,10000,0.031578947,7.177033493
E1A,L-Proline,0,wt %,-0.204778969,115.13,0,0
E1A,L-Proline,4,wt %,-0.194043748,115.13,0.361909725,0.361909725
E1A,L-Proline,8,wt %,-0.190389969,115.13,0.755289861,0.755289861
E1A,L-Proline,12,wt %,-0.189462068,115.13,1.184431828,1.184431828
E1A,L-Proline,16,wt %,-0.18086656,115.13,1.654444458,1.654444458
E1A,L-Proline,20,wt %,-0.177020014,115.13,2.171458351,2.171458351
E1A,L-Proline,24,wt %,-0.1717114,115.13,2.74289476,2.74289476
E1A,Glycine,0,wt %,-0.204778969,75.07,0,0
E1A,Glycine,2,wt %,-0.205219866,75.07,0.271855112,0.271855112
E1A,Glycine,4,wt %,-0.223365751,75.07,0.555037521,0.555037521
E1A,Glycine,6,wt %,-0.227007694,75.07,0.850270244,0.850270244
E1A,Glycine,8,wt %,-0.23631875,75.07,1.158339173,1.158339173
E1A,Glycine,10,wt %,-0.254173349,75.07,1.480100055,1.480100055
E1A,Glycine,12,wt %,-0.26812442,75.07,1.816486431,1.816486431
E1A,Tricine,0,wt %,-0.204778969,179.17,0,0
E1A,Tricine,4,wt %,-0.173996268,179.17,0.232553813,0.232553813
E1A,Tricine,8,wt %,-0.179774627,179.17,0.485329697,0.485329697
E1A,Tricine,12,wt %,-0.132635391,179.17,0.761085206,0.761085206
E1A,Tricine,16,wt %,-0.112999793,179.17,1.063103145,1.063103145
E1A,Tricine,20,wt %,-0.099347617,179.17,1.395322878,1.395322878
E1A,Tricine,24,wt %,-0.089405704,179.17,1.762513109,1.762513109
E1A,Sarcosine,0,wt %,-0.204778969,89.09,0,0
E1A,Sarcosine,4,wt %,-0.210146112,89.09,0.467691847,0.467691847
E1A,Sarcosine,8,wt %,-0.217865558,89.09,0.976052551,0.976052551
E1A,Sarcosine,12,wt %,-0.234363114,89.09,1.530627864,1.530627864
E1A,Sarcosine,16,wt %,-0.243410767,89.09,2.138019873,2.138019873
E1A,Sarcosine,20,wt %,-0.269219901,89.09,2.806151083,2.806151083
E1A,Sarcosine,24,wt %,-0.280497016,89.09,3.544611895,3.544611895
E1A,BetaineH2O,0,wt %,-0.204778969,135.17,0,0
E1A,BetaineH2O,4,wt %,-0.207724718,135.17,0.308253804,0.308253804
E1A,BetaineH2O,8,wt %,-0.211471292,135.17,0.643312286,0.643312286
E1A,BetaineH2O,12,wt %,-0.212686683,135.17,1.008830631,1.008830631
E1A,BetaineH2O,16,wt %,-0.210775605,135.17,1.409160246,1.409160246
E1A,BetaineH2O,20,wt %,-0.212479978,135.17,1.849522823,1.849522823
E1A,BetaineH2O,24,wt %,-0.219597568,135.17,2.336239356,2.336239356
E1A,L-Tryptophan,0,wt %,-0.204778969,204.23,0,0
E1A,L-Tryptophan,0.2,wt %,-0.234992458,204.23,0.009812506,0.009812506
E1A,L-Tryptophan,0.4,wt %,-0.245286929,204.23,0.019664419,0.019664419
E1A,L-Tryptophan,0.6,wt %,-0.249941919,204.23,0.029555978,0.029555978
E1A,L-Tryptophan,0.8,wt %,-0.250423077,204.23,0.039487422,0.039487422
E1A,L-Tryptophan,1,wt %,-0.242488119,204.23,0.049458993,0.049458993
E1A,L-Tryptophan,1.2,wt %,-0.242765828,204.23,0.059470935,0.059470935
E1A,D-Galactose,0,wt %,-0.204778969,180.16,0,0
E1A,D-Galactose,4,wt %,-0.226560263,180.16,0.231275903,0.231275903
E1A,D-Galactose,8,wt %,-0.18935458,180.16,0.482662754,0.482662754
E1A,D-Galactose,12,wt %,-0.185398723,180.16,0.756902955,0.756902955
E1A,D-Galactose,16,wt %,-0.178208261,180.16,1.05726127,1.05726127
E1A,D-Galactose,20,wt %,-0.177095045,180.16,1.387655417,1.387655417
E1A,D-Galactose,24,wt %,-0.176929288,180.16,1.752827896,1.752827896
E1A,Trehalose2H2O,0,wt %,-0.204778969,378.33,0,0
E1A,Trehalose2H2O,4,wt %,-0.202987572,378.33,0.110133129,0.110133129
E1A,Trehalose2H2O,8,wt %,-0.200642304,378.33,0.229843052,0.229843052
E1A,Trehalose2H2O,12,wt %,-0.19832579,378.33,0.360435695,0.360435695
E1A,Trehalose2H2O,16,wt %,-0.203272434,378.33,0.503465732,0.503465732
E1A,Trehalose2H2O,20,wt %,-0.196162378,378.33,0.660798774,0.660798774
E1A,Trehalose2H2O,24,wt %,-0.19740836,378.33,0.834693188,0.834693188
E1A,D-Mannitol,0,wt %,-0.204778969,182.17,0,0
E1A,D-Mannitol,2,wt %,-0.199164911,182.17,0.112028124,0.112028124
E1A,D-Mannitol,4,wt %,-0.198274504,182.17,0.228724086,0.228724086
E1A,D-Mannitol,6,wt %,-0.199567272,182.17,0.350385833,0.350385833
E1A,D-Mannitol,8,wt %,-0.199252266,182.17,0.477337222,0.477337222
E1A,D-Mannitol,10,wt %,-0.197816561,182.17,0.609930895,0.609930895
E1A,D-Mannitol,12,wt %,-0.200861161,182.17,0.748551553,0.748551553
E1A,Xylitol,0,wt %,-0.204778969,152.15,0,0
E1A,Xylitol,4,wt %,-0.201291216,152.15,0.273852558,0.273852558
E1A,Xylitol,8,wt %,-0.19609547,152.15,0.571518381,0.571518381
E1A,Xylitol,12,wt %,-0.193989884,152.15,0.896244735,0.896244735
E1A,Xylitol,16,wt %,-0.187924542,152.15,1.251897407,1.251897407
E1A,Xylitol,20,wt %,-0.188809346,152.15,1.643115347,1.643115347
E1A,Xylitol,24,wt %,-0.194141923,152.15,2.075514122,2.075514122
E1A,Meso-Erythritol,0,wt %,-0.204778969,122,0,0
E1A,Meso-Erythritol,4,wt %,-0.200631198,122,0.341530055,0.341530055
E1A,Meso-Erythritol,8,wt %,-0.191902483,122,0.712758375,0.712758375
E1A,Meso-Erythritol,12,wt %,-0.191784897,122,1.117734724,1.117734724
E1A,Meso-Erythritol,16,wt %,-0.18715134,122,1.56128025,1.56128025
E1A,Meso-Erythritol,20,wt %,-0.182238613,122,2.049180328,2.049180328
E1A,Meso-Erythritol,24,wt %,-0.185122299,122,2.588438309,2.588438309
E1A,Myo-Inositol,0,wt %,-0.204778969,180.16,0,0
E1A,Myo-Inositol,2,wt %,-0.20490354,180.16,0.113277993,0.113277993
E1A,Myo-Inositol,4,wt %,-0.203180891,180.16,0.231275903,0.231275903
E1A,Myo-Inositol,6,wt %,-0.204807643,180.16,0.354295,0.354295
E1A,Myo-Inositol,8,wt %,-0.208921323,180.16,0.482662754,0.482662754
E1A,Myo-Inositol,10,wt %,-0.208894809,180.16,0.616735741,0.616735741
E1A,Myo-Inositol,12,wt %,-0.216733683,180.16,0.756902955,0.756902955
E1A,Urea,0,M,-0.204778969,60.06,0,0
E1A,Urea,0.25,M,-0.187326369,60.06,0.25,0.25
E1A,Urea,0.5,M,-0.170060853,60.06,0.5,0.5
E1A,Urea,0.75,M,-0.152685481,60.06,0.75,0.75
E1A,Urea,1,M,-0.142125698,60.06,1,1
E1A,Urea,1.25,M,-0.12478509,60.06,1.25,1.25
E1A,Urea,1.5,M,-0.114645604,60.06,1.5,1.5
E1A,GuHCl,0,M,-0.204778969,95.53,0,0
E1A,GuHCl,0.25,M,-0.141432563,95.53,0.25,0.25
E1A,GuHCl,0.5,M,-0.102273338,95.53,0.5,0.5
E1A,GuHCl,0.75,M,-0.069013005,95.53,0.75,0.75
E1A,GuHCl,1,M,-0.038957088,95.53,1,1
E1A,GuHCl,1.25,M,-0.013734258,95.53,1.25,1.25
E1A,GuHCl,1.5,M,0.005208329,95.53,1.5,1.5
E1A,NaCl,0,M,-0.240614526,58.44,0,0
E1A,NaCl,0.25,M,-0.176141347,58.44,0.25,0.25
E1A,NaCl,0.5,M,-0.154091911,58.44,0.5,0.5
E1A,NaCl,0.75,M,-0.145096878,58.44,0.75,0.75
E1A,NaCl,1,M,-0.137444118,58.44,1,1
E1A,NaCl,1.25,M,-0.135861089,58.44,1.25,1.25
E1A,NaCl,1.5,M,-0.136181407,58.44,1.5,1.5
E1A,KCl,0,M,-0.240614526,74.55,0,0
E1A,KCl,0.25,M,-0.176496914,74.55,0.25,0.25
E1A,KCl,0.5,M,-0.164994412,74.55,0.5,0.5
E1A,KCl,0.75,M,-0.156216168,74.55,0.75,0.75
E1A,KCl,1,M,-0.151530549,74.55,1,1
E1A,KCl,1.25,M,-0.158433701,74.55,1.25,1.25
E1A,KCl,1.5,M,-0.163406337,74.55,1.5,1.5
P53,Ficoll,0,wt %,0.030892099,70000,0,0
P53,Ficoll,4,wt %,0.015210859,70000,0.000595238,0.121832359
P53,Ficoll,8,wt %,-0.00369643,70000,0.001242236,0.254258835
P53,Ficoll,12,wt %,-0.014056902,70000,0.001948052,0.398724083
P53,Ficoll,16,wt %,-0.031199875,70000,0.002721088,0.556947925
P53,Ficoll,20,wt %,-0.037123219,70000,0.003571429,0.730994152
P53,Ficoll,24,wt %,-0.068906991,70000,0.004511278,0.923361034
P53,D-Sorbitol,0,wt %,0.030892099,182.17,0,0
P53,D-Sorbitol,4,wt %,0.030742475,182.17,0.228724086,0.228724086
P53,D-Sorbitol,8,wt %,0.023545646,182.17,0.477337222,0.477337222
P53,D-Sorbitol,12,wt %,0.022348812,182.17,0.748551553,0.748551553
P53,D-Sorbitol,16,wt %,0.023704257,182.17,1.04559582,1.04559582
P53,D-Sorbitol,20,wt %,0.009471257,182.17,1.372344513,1.372344513
P53,D-Sorbitol,24,wt %,-0.004756755,182.17,1.733487806,1.733487806
P53,Glycerol,0,wt %,0.030892099,92,0,0
P53,Glycerol,4,wt %,0.040534664,92,0.452898551,0.452898551
P53,Glycerol,8,wt %,0.049237138,92,0.945179584,0.945179584
P53,Glycerol,12,wt %,0.049451139,92,1.482213439,1.482213439
P53,Glycerol,16,wt %,0.04808196,92,2.070393375,2.070393375
P53,Glycerol,20,wt %,0.055729029,92,2.717391304,2.717391304
P53,Glycerol,24,wt %,0.059473566,92,3.432494279,3.432494279
P53,PEG200,0,wt %,0.030892099,200,0,0
P53,PEG200,4,wt %,0.04018373,200,0.208333333,0.946969697
P53,PEG200,8,wt %,0.042885886,200,0.434782609,1.976284585
P53,PEG200,12,wt %,0.048613246,200,0.681818182,3.099173554
P53,PEG200,16,wt %,0.050677807,200,0.952380952,4.329004329
P53,PEG200,20,wt %,0.052055713,200,1.25,5.681818182
P53,PEG200,24,wt %,0.051563432,200,1.578947368,7.177033493
P53,PEG1500,0,wt %,0.030892099,1500,0,0
P53,PEG1500,4,wt %,0.017230151,1500,0.027777778,0.946969697
P53,PEG1500,8,wt %,0.004796453,1500,0.057971014,1.976284585
P53,PEG1500,12,wt %,-0.00213978,1500,0.090909091,3.099173554
P53,PEG1500,16,wt %,-0.020978215,1500,0.126984127,4.329004329
P53,PEG1500,20,wt %,-0.030616251,1500,0.166666667,5.681818182
P53,PEG1500,24,wt %,-0.040699228,1500,0.210526316,7.177033493
P53,PEG4000,0,wt %,0.030892099,4000,0,0
P53,PEG4000,4,wt %,0.004164201,4000,0.010416667,0.946969697
P53,PEG4000,8,wt %,-0.017660545,4000,0.02173913,1.976284585
P53,PEG4000,12,wt %,-0.020554663,4000,0.034090909,3.099173554
P53,PEG4000,16,wt %,-0.049738679,4000,0.047619048,4.329004329
P53,PEG4000,20,wt %,-0.059597586,4000,0.0625,5.681818182
P53,PEG4000,24,wt %,-0.075421289,4000,0.078947368,7.177033493
P53,PEG8000,0,wt %,0.030892099,8000,0,0
P53,PEG8000,4,wt %,-0.000574008,8000,0.005208333,0.946969697
P53,PEG8000,8,wt %,-0.01979228,8000,0.010869565,1.976284585
P53,PEG8000,12,wt %,-0.039857784,8000,0.017045455,3.099173554
P53,PEG8000,16,wt %,-0.060062065,8000,0.023809524,4.329004329
P53,PEG8000,20,wt %,-0.071899105,8000,0.03125,5.681818182
P53,PEG8000,24,wt %,-0.088037501,8000,0.039473684,7.177033493
P53,Sucrose,0,wt %,0.030892099,342.3,0,0
P53,Sucrose,4,wt %,0.037516117,342.3,0.121725582,0.121725582
P53,Sucrose,8,wt %,0.051497124,342.3,0.254035997,0.254035997
P53,Sucrose,12,wt %,0.061340768,342.3,0.398374632,0.398374632
P53,Sucrose,16,wt %,0.06765527,342.3,0.556459803,0.556459803
P53,Sucrose,20,wt %,0.060708036,342.3,0.730353491,0.730353491
P53,Sucrose,24,wt %,0.062164226,342.3,0.922551778,0.922551778
P53,L(+)-Arabinose,0,wt %,0.030892099,150.13,0,0
P53,L(+)-Arabinose,4,wt %,0.026136835,150.13,0.277537245,0.277537245
P53,L(+)-Arabinose,8,wt %,0.032883704,150.13,0.579208165,0.579208165
P53,L(+)-Arabinose,12,wt %,0.046249066,150.13,0.908303713,0.908303713
P53,L(+)-Arabinose,16,wt %,0.030328902,150.13,1.268741694,1.268741694
P53,L(+)-Arabinose,20,wt %,0.022805964,150.13,1.665223473,1.665223473
P53,L(+)-Arabinose,24,wt %,0.039481127,150.13,2.103440176,2.103440176
P53,Dextran,0,wt %,0.030892099,20000,0,0
P53,Dextran,4,wt %,0.001913922,20000,0.002083333,0.231481481
P53,Dextran,8,wt %,-0.030541884,20000,0.004347826,0.483091787
P53,Dextran,12,wt %,-0.055410231,20000,0.006818182,0.757575758
P53,Dextran,16,wt %,-0.087034563,20000,0.00952381,1.058201058
P53,Dextran,20,wt %,-0.103189147,20000,0.0125,1.388888889
P53,Dextran,24,wt %,-0.132852816,20000,0.015789474,1.754385965
P53,EG,0,wt %,0.030892099,62,0,0
P53,EG,4,wt %,0.032755779,62,0.672043011,0.672043011
P53,EG,8,wt %,0.022265289,62,1.402524544,1.402524544
P53,EG,12,wt %,0.02512207,62,2.19941349,2.19941349
P53,EG,16,wt %,0.027479106,62,3.072196621,3.072196621
P53,EG,20,wt %,0.038859132,62,4.032258065,4.032258065
P53,EG,24,wt %,0.041944774,62,5.093378608,5.093378608
P53,PEG400,0,wt %,0.030892099,400,0,0
P53,PEG400,4,wt %,0.038761403,400,0.104166667,0.946969697
P53,PEG400,8,wt %,0.042081321,400,0.217391304,1.976284585
P53,PEG400,12,wt %,0.047471051,400,0.340909091,3.099173554
P53,PEG400,16,wt %,0.044250174,400,0.476190476,4.329004329
P53,PEG400,20,wt %,0.046291324,400,0.625,5.681818182
P53,PEG400,24,wt %,0.06447707,400,0.789473684,7.177033493
P53,PEG2000,0,wt %,0.030892099,2000,0,0
P53,PEG2000,4,wt %,0.011310239,2000,0.020833333,0.946969697
P53,PEG2000,8,wt %,-0.005338509,2000,0.043478261,1.976284585
P53,PEG2000,12,wt %,-0.018925274,2000,0.068181818,3.099173554
P53,PEG2000,16,wt %,-0.029264326,2000,0.095238095,4.329004329
P53,PEG2000,20,wt %,-0.044850941,2000,0.125,5.681818182
P53,PEG2000,24,wt %,-0.059144708,2000,0.157894737,7.177033493
P53,PEG6000,0,wt %,0.030892099,6000,0,0
P53,PEG6000,4,wt %,0.001226292,6000,0.006944444,0.946969697
P53,PEG6000,8,wt %,-0.024836926,6000,0.014492754,1.976284585
P53,PEG6000,12,wt %,-0.035238595,6000,0.022727273,3.099173554
P53,PEG6000,16,wt %,-0.056439211,6000,0.031746032,4.329004329
P53,PEG6000,20,wt %,-0.058828057,6000,0.041666667,5.681818182
P53,PEG6000,24,wt %,-0.076112972,6000,0.052631579,7.177033493
P53,PEG10000,0,wt %,0.030892099,10000,0,0
P53,PEG10000,4,wt %,-0.004694592,10000,0.004166667,0.946969697
P53,PEG10000,8,wt %,-0.029275076,10000,0.008695652,1.976284585
P53,PEG10000,12,wt %,-0.045336303,10000,0.013636364,3.099173554
P53,PEG10000,16,wt %,-0.062189737,10000,0.019047619,4.329004329
P53,PEG10000,20,wt %,-0.085911959,10000,0.025,5.681818182
P53,PEG10000,24,wt %,-0.102696275,10000,0.031578947,7.177033493
P53,L-Proline,0,wt %,0.030892099,115.13,0,0
P53,L-Proline,4,wt %,0.035082762,115.13,0.361909725,0.361909725
P53,L-Proline,8,wt %,0.036073365,115.13,0.755289861,0.755289861
P53,L-Proline,12,wt %,0.032261189,115.13,1.184431828,1.184431828
P53,L-Proline,16,wt %,0.03680537,115.13,1.654444458,1.654444458
P53,L-Proline,20,wt %,0.025151073,115.13,2.171458351,2.171458351
P53,L-Proline,24,wt %,0.018802281,115.13,2.74289476,2.74289476
P53,Glycine,0,wt %,0.030892099,75.07,0,0
P53,Glycine,2,wt %,0.002945184,75.07,0.271855112,0.271855112
P53,Glycine,4,wt %,-0.00992073,75.07,0.555037521,0.555037521
P53,Glycine,6,wt %,-0.038242485,75.07,0.850270244,0.850270244
P53,Glycine,8,wt %,-0.055705412,75.07,1.158339173,1.158339173
P53,Glycine,10,wt %,-0.09700319,75.07,1.480100055,1.480100055
P53,Glycine,12,wt %,-0.107566265,75.07,1.816486431,1.816486431
P53,Tricine,0,wt %,0.030892099,179.17,0,0
P53,Tricine,4,wt %,0.036203699,179.17,0.232553813,0.232553813
P53,Tricine,8,wt %,0.023764499,179.17,0.485329697,0.485329697
P53,Tricine,12,wt %,0.057153421,179.17,0.761085206,0.761085206
P53,Tricine,16,wt %,0.062714953,179.17,1.063103145,1.063103145
P53,Tricine,20,wt %,0.061993273,179.17,1.395322878,1.395322878
P53,Tricine,24,wt %,0.054431615,179.17,1.762513109,1.762513109
P53,Sarcosine,0,wt %,0.030892099,89.09,0,0
P53,Sarcosine,4,wt %,-0.000778194,89.09,0.467691847,0.467691847
P53,Sarcosine,8,wt %,-0.034730722,89.09,0.976052551,0.976052551
P53,Sarcosine,12,wt %,-0.070773002,89.09,1.530627864,1.530627864
P53,Sarcosine,16,wt %,-0.100888931,89.09,2.138019873,2.138019873
P53,Sarcosine,20,wt %,-0.132837923,89.09,2.806151083,2.806151083
P53,Sarcosine,24,wt %,-0.146365963,89.09,3.544611895,3.544611895
P53,BetaineH2O,0,wt %,0.030892099,135.17,0,0
P53,BetaineH2O,4,wt %,0.030112744,135.17,0.308253804,0.308253804
P53,BetaineH2O,8,wt %,0.026934702,135.17,0.643312286,0.643312286
P53,BetaineH2O,12,wt %,0.03552627,135.17,1.008830631,1.008830631
P53,BetaineH2O,16,wt %,0.037286508,135.17,1.409160246,1.409160246
P53,BetaineH2O,20,wt %,0.021352144,135.17,1.849522823,1.849522823
P53,BetaineH2O,24,wt %,0.023910424,135.17,2.336239356,2.336239356
P53,L-Tryptophan,0,wt %,0.030892099,204.23,0,0
P53,L-Tryptophan,0.2,wt %,-0.005950047,204.23,0.009812506,0.009812506
P53,L-Tryptophan,0.4,wt %,-0.019766132,204.23,0.019664419,0.019664419
P53,L-Tryptophan,0.6,wt %,-0.022524067,204.23,0.029555978,0.029555978
P53,L-Tryptophan,0.8,wt %,-0.020782225,204.23,0.039487422,0.039487422
P53,L-Tryptophan,1,wt %,-0.011398907,204.23,0.049458993,0.049458993
P53,L-Tryptophan,1.2,wt %,-0.003881698,204.23,0.059470935,0.059470935
P53,D-Galactose,0,wt %,0.030892099,180.16,0,0
P53,D-Galactose,4,wt %,0.03575218,180.16,0.231275903,0.231275903
P53,D-Galactose,8,wt %,0.047028768,180.16,0.482662754,0.482662754
P53,D-Galactose,12,wt %,0.045339558,180.16,0.756902955,0.756902955
P53,D-Galactose,16,wt %,0.058599165,180.16,1.05726127,1.05726127
P53,D-Galactose,20,wt %,0.057352475,180.16,1.387655417,1.387655417
P53,D-Galactose,24,wt %,0.046608326,180.16,1.752827896,1.752827896
P53,Trehalose2H2O,0,wt %,0.030892099,378.33,0,0
P53,Trehalose2H2O,4,wt %,0.035786119,378.33,0.110133129,0.110133129
P53,Trehalose2H2O,8,wt %,0.026633213,378.33,0.229843052,0.229843052
P53,Trehalose2H2O,12,wt %,0.0339005,378.33,0.360435695,0.360435695
P53,Trehalose2H2O,16,wt %,0.027424327,378.33,0.503465732,0.503465732
P53,Trehalose2H2O,20,wt %,0.033064816,378.33,0.660798774,0.660798774
P53,Trehalose2H2O,24,wt %,0.020683383,378.33,0.834693188,0.834693188
P53,D-Mannitol,0,wt %,0.030892099,182.17,0,0
P53,D-Mannitol,2,wt %,0.023293042,182.17,0.112028124,0.112028124
P53,D-Mannitol,4,wt %,0.022137696,182.17,0.228724086,0.228724086
P53,D-Mannitol,6,wt %,0.024229281,182.17,0.350385833,0.350385833
P53,D-Mannitol,8,wt %,0.017644624,182.17,0.477337222,0.477337222
P53,D-Mannitol,10,wt %,0.027460125,182.17,0.609930895,0.609930895
P53,D-Mannitol,12,wt %,0.020788104,182.17,0.748551553,0.748551553
P53,Xylitol,0,wt %,0.030892099,152.15,0,0
P53,Xylitol,4,wt %,0.041535846,152.15,0.273852558,0.273852558
P53,Xylitol,8,wt %,0.038675343,152.15,0.571518381,0.571518381
P53,Xylitol,12,wt %,0.040144459,152.15,0.896244735,0.896244735
P53,Xylitol,16,wt %,0.035473041,152.15,1.251897407,1.251897407
P53,Xylitol,20,wt %,0.028735056,152.15,1.643115347,1.643115347
P53,Xylitol,24,wt %,0.02286432,152.15,2.075514122,2.075514122
P53,Meso-Erythritol,0,wt %,0.030892099,122,0,0
P53,Meso-Erythritol,4,wt %,0.038385878,122,0.341530055,0.341530055
P53,Meso-Erythritol,8,wt %,0.033295485,122,0.712758375,0.712758375
P53,Meso-Erythritol,12,wt %,0.042371366,122,1.117734724,1.117734724
P53,Meso-Erythritol,16,wt %,0.043395002,122,1.56128025,1.56128025
P53,Meso-Erythritol,20,wt %,0.042342666,122,2.049180328,2.049180328
P53,Meso-Erythritol,24,wt %,0.040357352,122,2.588438309,2.588438309
P53,Myo-Inositol,0,wt %,0.030892099,180.16,0,0
P53,Myo-Inositol,2,wt %,0.021864807,180.16,0.113277993,0.113277993
P53,Myo-Inositol,4,wt %,0.017103281,180.16,0.231275903,0.231275903
P53,Myo-Inositol,6,wt %,0.014202058,180.16,0.354295,0.354295
P53,Myo-Inositol,8,wt %,0.007266167,180.16,0.482662754,0.482662754
P53,Myo-Inositol,10,wt %,0.002997539,180.16,0.616735741,0.616735741
P53,Myo-Inositol,12,wt %,-0.005544911,180.16,0.756902955,0.756902955
P53,Urea,0,M,0.030892099,60.06,0,0
P53,Urea,0.25,M,0.050850742,60.06,0.25,0.25
P53,Urea,0.5,M,0.082389618,60.06,0.5,0.5
P53,Urea,0.75,M,0.105735327,60.06,0.75,0.75
P53,Urea,1,M,0.139399957,60.06,1,1
P53,Urea,1.25,M,0.171260099,60.06,1.25,1.25
P53,Urea,1.5,M,0.178366991,60.06,1.5,1.5
P53,GuHCl,0,M,0.030892099,95.53,0,0
P53,GuHCl,0.25,M,0.050846072,95.53,0.25,0.25
P53,GuHCl,0.5,M,0.085295926,95.53,0.5,0.5
P53,GuHCl,0.75,M,0.12803832,95.53,0.75,0.75
P53,GuHCl,1,M,0.160181171,95.53,1,1
P53,GuHCl,1.25,M,0.186047197,95.53,1.25,1.25
P53,GuHCl,1.5,M,0.208478808,95.53,1.5,1.5
P53,NaCl,0,M,0.004205661,58.44,0,0
P53,NaCl,0.25,M,0.034692549,58.44,0.25,0.25
P53,NaCl,0.5,M,0.038360543,58.44,0.5,0.5
P53,NaCl,0.75,M,0.020752209,58.44,0.75,0.75
P53,NaCl,1,M,0.003706681,58.44,1,1
P53,NaCl,1.25,M,-0.017197311,58.44,1.25,1.25
P53,NaCl,1.5,M,-0.033992187,58.44,1.5,1.5
P53,KCl,0,M,0.004205661,74.55,0,0
P53,KCl,0.25,M,0.034017361,74.55,0.25,0.25
P53,KCl,0.5,M,0.027579877,74.55,0.5,0.5
P53,KCl,0.75,M,0.012432955,74.55,0.75,0.75
P53,KCl,1,M,-0.008420635,74.55,1,1
P53,KCl,1.25,M,-0.030410291,74.55,1.25,1.25
P53,KCl,1.5,M,-0.051125926,74.55,1.5,1.5
