protein_name,N,repeat,solute,conc,conc_unit,E_f,E_f_GS,chi
GS32,64,1,Sarcosine,20,wt %,0.579899847,0.405262519,-0.11099986
GS32,64,1,Sarcosine,24,wt %,0.634327097,0.405262519,-0.144214137
GS32,64,1,BetaineH2O,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,BetaineH2O,4,wt %,0.407652499,0.405262519,-0.001649752
GS32,64,1,BetaineH2O,8,wt %,0.413983863,0.405262519,-0.005992757
GS32,64,1,BetaineH2O,12,wt %,0.407628125,0.405262519,-0.001632956
GS32,64,1,BetaineH2O,16,wt %,0.403600951,0.405262519,0.001150377
GS32,64,1,BetaineH2O,20,wt %,0.402587136,0.405262519,0.001853688
GS32,64,1,BetaineH2O,24,wt %,0.40573158,0.405262519,-0.00032424
GS32,64,1,L-Tryptophan,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,L-Tryptophan,0.2,wt %,0.523325678,0.405262519,-0.076415135
GS32,64,1,L-Tryptophan,0.4,wt %,0.559260165,0.405262519,-0.098435938
GS32,64,1,L-Tryptophan,0.6,wt %,0.563395994,0.405262519,-0.100956204
GS32,64,1,L-Tryptophan,0.8,wt %,0.566499687,0.405262519,-0.102846384
GS32,64,1,L-Tryptophan,1,wt %,0.549080715,0.405262519,-0.092223453
GS32,64,1,L-Tryptophan,1.2,wt %,0.540487496,0.405262519,-0.086965611
GS32,64,1,D-Galactose,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,D-Galactose,4,wt %,0.358856261,0.405262519,0.033334671
GS32,64,1,D-Galactose,8,wt %,0.33579777,0.405262519,0.051007001
GS32,64,1,D-Galactose,12,wt %,0.313530121,0.405262519,0.06895369
GS32,64,1,D-Galactose,16,wt %,0.307545839,0.405262519,0.073945025
GS32,64,1,D-Galactose,20,wt %,0.295079894,0.405262519,0.084597423
GS32,64,1,D-Galactose,24,wt %,0.289438186,0.405262519,0.089539203
GS32,64,1,Trehalose2H2O,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,Trehalose2H2O,4,wt %,0.369935728,0.405262519,0.025128445
GS32,64,1,Trehalose2H2O,8,wt %,0.359795826,0.405262519,0.032632014
GS32,64,1,Trehalose2H2O,12,wt %,0.345829852,0.405262519,0.043213573
GS32,64,1,Trehalose2H2O,16,wt %,0.342113172,0.405262519,0.046081258
GS32,64,1,Trehalose2H2O,20,wt %,0.337089924,0.405262519,0.049993628
GS32,64,1,Trehalose2H2O,24,wt %,0.330195001,0.405262519,0.055435028
GS32,64,1,D-Mannitol,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,D-Mannitol,2,wt %,0.380006916,0.405262519,0.017812419
GS32,64,1,D-Mannitol,4,wt %,0.375719267,0.405262519,0.020911116
GS32,64,1,D-Mannitol,6,wt %,0.369856563,0.405262519,0.025186479
GS32,64,1,D-Mannitol,8,wt %,0.367351023,0.405262519,0.027027599
GS32,64,1,D-Mannitol,10,wt %,0.370451307,0.405262519,0.024750693
GS32,64,1,D-Mannitol,12,wt %,0.363262114,0.405262519,0.030050742
GS32,64,1,Xylitol,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,Xylitol,4,wt %,0.363455239,0.405262519,0.029907429
GS32,64,1,Xylitol,8,wt %,0.349713689,0.405262519,0.040240723
GS32,64,1,Xylitol,12,wt %,0.339351904,0.405262519,0.048226588
GS32,64,1,Xylitol,16,wt %,0.329973652,0.405262519,0.055611124
GS32,64,1,Xylitol,20,wt %,0.330079177,0.405262519,0.055527162
GS32,64,1,Xylitol,24,wt %,0.328462835,0.405262519,0.056815459
GS32,64,1,Meso-Erythritol,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,Meso-Erythritol,4,wt %,0.364351636,0.405262519,0.029242925
GS32,64,1,Meso-Erythritol,8,wt %,0.345400601,0.405262519,0.04354362
GS32,64,1,Meso-Erythritol,12,wt %,0.337971736,0.405262519,0.049303721
GS32,64,1,Meso-Erythritol,16,wt %,0.325230954,0.405262519,0.059405935
GS32,64,1,Meso-Erythritol,20,wt %,0.324899167,0.405262519,0.059672985
GS32,64,1,Meso-Erythritol,24,wt %,0.320237879,0.405262519,0.063447118
GS32,64,1,Myo-Inositol,0,wt %,N/A,N/A,-0.015569169
GS32,64,1,Myo-Inositol,2,wt %,0.391759807,0.405262519,0.009433534
GS32,64,1,Myo-Inositol,4,wt %,0.386043254,0.405262519,0.013488495
GS32,64,1,Myo-Inositol,6,wt %,0.386227549,0.405262519,0.013357172
GS32,64,1,Myo-Inositol,8,wt %,0.378235874,0.405262519,0.019089544
GS32,64,1,Myo-Inositol,10,wt %,0.37987633,0.405262519,0.017906453
GS32,64,1,Myo-Inositol,12,wt %,0.382554559,0.405262519,0.015982099
GS32,64,1,Urea,0,M,N/A,N/A,-0.015569169
GS32,64,1,Urea,0.25,M,0.367446133,0.405262519,0.026957555
GS32,64,1,Urea,0.5,M,0.335395642,0.405262519,0.051322962
GS32,64,1,Urea,0.75,M,0.312167164,0.405262519,0.070083833
GS32,64,1,Urea,1,M,0.291134244,0.405262519,0.088045289
GS32,64,1,Urea,1.25,M,0.269327365,0.405262519,0.107836276
GS32,64,1,Urea,1.5,M,0.25201958,0.405262519,0.124547608
GS32,64,1,GuHCl,0,M,N/A,N/A,-0.015569169
GS32,64,1,GuHCl,0.25,M,0.309803495,0.405262519,0.072053014
GS32,64,1,GuHCl,0.5,M,0.265874448,0.405262519,0.111094024
GS32,64,1,GuHCl,0.75,M,0.241831518,0.405262519,0.134864452
GS32,64,1,GuHCl,1,M,0.214512542,0.405262519,0.164616528
GS32,64,1,GuHCl,1.25,M,0.19710938,0.405262519,0.18547765
GS32,64,1,GuHCl,1.5,M,0.181988043,0.405262519,0.205095102
GS32,64,1,Buffer (no NaCl),0,N/A,0.522562719,0.405262519,-0.075944252
GS32,64,1,Buffer (no NaCl),0,N/A,0.522919152,0.405262519,-0.076164257
GS32,64,1,Buffer (no NaCl),0,N/A,0.523593265,0.405262519,-0.076580244
GS32,64,1,Buffer (no NaCl),0,N/A,0.521017076,0.405262519,-0.074989774
GS32,64,1,Buffer (no NaCl),0,N/A,0.523619048,0.405262519,-0.076596152
GS32,64,1,Buffer (no NaCl),0,N/A,0.520386448,0.405262519,-0.074600132
GS32,64,1,NaCl,0,M,N/A,N/A,-0.075812468
GS32,64,1,NaCl,0.25,M,0.404151418,0.405262519,0.00076895
GS32,64,1,NaCl,0.5,M,0.401867303,0.405262519,0.002353706
GS32,64,1,NaCl,0.75,M,0.417626717,0.405262519,-0.00847413
GS32,64,1,NaCl,1,M,0.44784232,0.405262519,-0.028614717
GS32,64,1,NaCl,1.25,M,0.474146742,0.405262519,-0.045607199
GS32,64,1,NaCl,1.5,M,0.525763582,0.405262519,-0.077918613
GS32,64,1,KCl,0,M,N/A,N/A,-0.075812468
GS32,64,1,KCl,0.25,M,0.405462715,0.405262519,-0.000138413
GS32,64,1,KCl,0.5,M,0.404030661,0.405262519,0.000852598
GS32,64,1,KCl,0.75,M,0.427096344,0.405262519,-0.014867882
GS32,64,1,KCl,1,M,0.450723674,0.405262519,-0.030498228
GS32,64,1,KCl,1.25,M,0.483595086,0.405262519,-0.051610793
GS32,64,1,KCl,1.5,M,0.519943593,0.405262519,-0.074326435
GS48,96,1,Buffer (standard),0,N/A,0.325989867,0.325288436,-0.000532217
GS48,96,1,Buffer (standard),0,N/A,0.327445222,0.325288436,-0.001633701
GS48,96,1,Buffer (standard),0,N/A,0.323319465,0.325288436,0.001498686
GS48,96,1,Buffer (standard),0,N/A,0.323210379,0.325288436,0.001581922
GS48,96,1,Buffer (standard),0,N/A,0.325124886,0.325288436,0.000124221
GS48,96,1,Buffer (standard),0,N/A,0.325160162,0.325288436,9.74E-05
GS48,96,1,Ficoll,0,wt %,N/A,N/A,0.000189389
GS48,96,1,Ficoll,4,wt %,0.339805514,0.325288436,-0.010842784
GS48,96,1,Ficoll,8,wt %,0.382735436,0.325288436,-0.041069371
GS48,96,1,Ficoll,12,wt %,0.423121563,0.325288436,-0.067544167
GS48,96,1,Ficoll,16,wt %,0.461230791,0.325288436,-0.091261019
GS48,96,1,Ficoll,20,wt %,0.509510246,0.325288436,-0.120090686
GS48,96,1,Ficoll,24,wt %,0.544863409,0.325288436,-0.140655246
GS48,96,1,D-Sorbitol,0,wt %,N/A,N/A,0.000189389
GS48,96,1,D-Sorbitol,4,wt %,0.299490204,0.325288436,0.020227464
GS48,96,1,D-Sorbitol,8,wt %,0.295236576,0.325288436,0.023695069
GS48,96,1,D-Sorbitol,12,wt %,0.29015518,0.325288436,0.027891466
GS48,96,1,D-Sorbitol,16,wt %,0.28199141,0.325288436,0.034762557
GS48,96,1,D-Sorbitol,20,wt %,0.277511053,0.325288436,0.038604577
GS48,96,1,D-Sorbitol,24,wt %,0.284398766,0.325288436,0.032719333
GS48,96,1,Glycerol,0,wt %,N/A,N/A,0.000189389
GS48,96,1,Glycerol,4,wt %,0.298825875,0.325288436,0.020766383
GS48,96,1,Glycerol,8,wt %,0.289862496,0.325288436,0.028135012
GS48,96,1,Glycerol,12,wt %,0.280727258,0.325288436,0.035841361
GS48,96,1,Glycerol,16,wt %,0.268947313,0.325288436,0.04609708
GS48,96,1,Glycerol,20,wt %,0.264662562,0.325288436,0.049922975
GS48,96,1,Glycerol,24,wt %,0.260601887,0.325288436,0.053598658
GS48,96,1,PEG200,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG200,4,wt %,0.30994867,0.325288436,0.011867581
GS48,96,1,PEG200,8,wt %,0.311850797,0.325288436,0.010371383
GS48,96,1,PEG200,12,wt %,0.309641242,0.325288436,0.012110083
GS48,96,1,PEG200,16,wt %,0.310090208,0.325288436,0.011755999
GS48,96,1,PEG200,20,wt %,0.309750649,0.325288436,0.01202376
GS48,96,1,PEG200,24,wt %,0.31121311,0.325288436,0.010872177
GS48,96,1,PEG1500,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG1500,4,wt %,0.337742234,0.325288436,-0.009323122
GS48,96,1,PEG1500,8,wt %,0.368643107,0.325288436,-0.031417659
GS48,96,1,PEG1500,12,wt %,0.392522035,0.325288436,-0.047636316
GS48,96,1,PEG1500,16,wt %,0.421859639,0.325288436,-0.066740046
GS48,96,1,PEG1500,20,wt %,0.45049957,0.325288436,-0.084684772
GS48,96,1,PEG1500,24,wt %,0.527289884,0.325288436,-0.130473836
GS48,96,1,PEG4000,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG4000,4,wt %,0.358054694,0.325288436,-0.023999917
GS48,96,1,PEG4000,8,wt %,0.404729389,0.325288436,-0.05568542
GS48,96,1,PEG4000,12,wt %,0.442718208,0.325288436,-0.079869012
GS48,96,1,PEG4000,16,wt %,0.4885952,0.325288436,-0.107733997
GS48,96,1,PEG4000,20,wt %,0.701735711,0.325288436,-0.232173626
GS48,96,1,PEG4000,24,wt %,0.865355476,0.325288436,-0.350582327
GS48,96,1,PEG8000,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG8000,4,wt %,0.361246961,0.325288436,-0.026252084
GS48,96,1,PEG8000,8,wt %,0.406829894,0.325288436,-0.057055471
GS48,96,1,PEG8000,12,wt %,0.447061388,0.325288436,-0.082562042
GS48,96,1,PEG8000,16,wt %,0.538105794,0.325288436,-0.13674808
GS48,96,1,PEG8000,20,wt %,0.826283377,0.325288436,-0.317173335
GS48,96,1,PEG8000,24,wt %,0.896777273,0.325288436,-0.382400596
GS48,96,1,Sucrose,0,wt %,N/A,N/A,0.000189389
GS48,96,1,Sucrose,4,wt %,0.303215092,0.325288436,0.017223533
GS48,96,1,Sucrose,8,wt %,0.288010087,0.325288436,0.029681166
GS48,96,1,Sucrose,12,wt %,0.280343915,0.325288436,0.036169306
GS48,96,1,Sucrose,16,wt %,0.266361875,0.325288436,0.048399286
GS48,96,1,Sucrose,20,wt %,0.265840657,0.325288436,0.04886574
GS48,96,1,Sucrose,24,wt %,0.259406456,0.325288436,0.05469026
GS48,96,1,L(+)-Arabinose,0,wt %,N/A,N/A,0.000189389
GS48,96,1,L(+)-Arabinose,4,wt %,0.300459823,0.325288436,0.019442624
GS48,96,1,L(+)-Arabinose,8,wt %,0.281112903,0.325288436,0.035511827
GS48,96,1,L(+)-Arabinose,12,wt %,0.260575067,0.325288436,0.053623101
GS48,96,1,L(+)-Arabinose,16,wt %,0.247628876,0.325288436,0.065688348
GS48,96,1,L(+)-Arabinose,20,wt %,0.240057301,0.325288436,0.07300744
GS48,96,1,L(+)-Arabinose,24,wt %,0.230612138,0.325288436,0.082436113
GS48,96,1,Dextran,0,wt %,N/A,N/A,0.000189389
GS48,96,1,Dextran,4,wt %,0.349303765,0.325288436,-0.017752535
GS48,96,1,Dextran,8,wt %,0.387955333,0.325288436,-0.044585172
GS48,96,1,Dextran,12,wt %,0.443088404,0.325288436,-0.08009907
GS48,96,1,Dextran,16,wt %,0.474961227,0.325288436,-0.099575545
GS48,96,1,Dextran,20,wt %,0.544190943,0.325288436,-0.140266825
GS48,96,1,Dextran,24,wt %,0.586594335,0.325288436,-0.164656999
GS48,96,1,EG,0,wt %,N/A,N/A,0.000189389
GS48,96,1,EG,4,wt %,0.320536116,0.325288436,0.003629257
GS48,96,1,EG,8,wt %,0.332190051,0.325288436,-0.005199208
GS48,96,1,EG,12,wt %,0.334388392,0.325288436,-0.006838153
GS48,96,1,EG,16,wt %,0.335777471,0.325288436,-0.007869609
GS48,96,1,EG,20,wt %,0.3326772,0.325288436,-0.005563096
GS48,96,1,EG,24,wt %,0.322869698,0.325288436,0.00184201
GS48,96,1,PEG400,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG400,4,wt %,0.316287783,0.325288436,0.006909023
GS48,96,1,PEG400,8,wt %,0.325030878,0.325288436,0.000195645
GS48,96,1,PEG400,12,wt %,0.334011984,0.325288436,-0.006558101
GS48,96,1,PEG400,16,wt %,0.343228592,0.325288436,-0.013349042
GS48,96,1,PEG400,20,wt %,0.350191092,0.325288436,-0.018391057
GS48,96,1,PEG400,24,wt %,0.350095411,0.325288436,-0.018322261
GS48,96,1,PEG2000,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG2000,4,wt %,0.34922496,0.325288436,-0.017695771
GS48,96,1,PEG2000,8,wt %,0.382513497,0.325288436,-0.040919202
GS48,96,1,PEG2000,12,wt %,0.411032546,0.325288436,-0.059784097
GS48,96,1,PEG2000,16,wt %,0.44066668,0.325288436,-0.078592326
GS48,96,1,PEG2000,20,wt %,0.472557004,0.325288436,-0.098127178
GS48,96,1,PEG2000,24,wt %,0.520592446,0.325288436,-0.126573736
GS48,96,1,PEG6000,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG6000,4,wt %,0.364939946,0.325288436,-0.028840319
GS48,96,1,PEG6000,8,wt %,0.410153236,0.325288436,-0.059214558
GS48,96,1,PEG6000,12,wt %,0.444595014,0.325288436,-0.081034354
GS48,96,1,PEG6000,16,wt %,0.491637192,0.325288436,-0.109542386
GS48,96,1,PEG6000,20,wt %,0.74450923,0.325288436,-0.259072126
GS48,96,1,PEG6000,24,wt %,0.884942601,0.325288436,-0.369732393
GS48,96,1,PEG10000,0,wt %,N/A,N/A,0.000189389
GS48,96,1,PEG10000,4,wt %,0.367566649,0.325288436,-0.030670293
GS48,96,1,PEG10000,8,wt %,0.410288189,0.325288436,-0.059302015
GS48,96,1,PEG10000,12,wt %,0.455522056,0.325288436,-0.087771663
GS48,96,1,PEG10000,16,wt %,0.599827931,0.325288436,-0.172257807
GS48,96,1,PEG10000,20,wt %,0.848492654,0.325288436,-0.335508629
GS48,96,1,PEG10000,24,wt %,0.925819094,0.325288436,-0.418585205
GS48,96,1,Buffer (standard),0,N/A,0.32575366,0.325288436,-0.000353091
GS48,96,1,Buffer (standard),0,N/A,0.333556366,0.325288436,-0.0062188
GS48,96,1,Buffer (standard),0,N/A,0.329199932,0.325288436,-0.002956809
GS48,96,1,Buffer (standard),0,N/A,0.33067542,0.325288436,-0.004065244
GS48,96,1,Buffer (standard),0,N/A,0.328846256,0.325288436,-0.002690557
GS48,96,1,Buffer (standard),0,N/A,0.327009497,0.325288436,-0.001304315
GS48,96,1,L-Proline,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,L-Proline,4,wt %,0.294883534,0.325288436,0.023984699
GS48,96,1,L-Proline,8,wt %,0.279383409,0.325288436,0.036992669
GS48,96,1,L-Proline,12,wt %,0.27014199,0.325288436,0.045039708
GS48,96,1,L-Proline,16,wt %,0.257742364,0.325288436,0.056217169
GS48,96,1,L-Proline,20,wt %,0.251866624,0.325288436,0.061678804
GS48,96,1,L-Proline,24,wt %,0.248701033,0.325288436,0.064668191
GS48,96,1,Glycine,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Glycine,2,wt %,0.320097434,0.325288436,0.003966357
GS48,96,1,Glycine,4,wt %,0.327372464,0.325288436,-0.001578722
GS48,96,1,Glycine,6,wt %,0.339443756,0.325288436,-0.010576833
GS48,96,1,Glycine,8,wt %,0.359480671,0.325288436,-0.02500768
GS48,96,1,Glycine,10,wt %,0.385999088,0.325288436,-0.043271154
GS48,96,1,Glycine,12,wt %,0.414475371,0.325288436,-0.062007243
GS48,96,1,Tricine,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Tricine,4,wt %,0.260454121,0.325288436,0.053733352
GS48,96,1,Tricine,8,wt %,0.233732808,0.325288436,0.079282589
GS48,96,1,Tricine,12,wt %,0.210138305,0.325288436,0.104161796
GS48,96,1,Tricine,16,wt %,0.19078981,0.325288436,0.126616498
GS48,96,1,Tricine,20,wt %,0.19169065,0.325288436,0.125523388
GS48,96,1,Tricine,24,wt %,0.177295537,0.325288436,0.143622665
GS48,96,1,Sarcosine,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Sarcosine,4,wt %,0.317008766,0.325288436,0.006350009
GS48,96,1,Sarcosine,8,wt %,0.338136294,0.325288436,-0.009613888
GS48,96,1,Sarcosine,12,wt %,0.367039214,0.325288436,-0.030303559
GS48,96,1,Sarcosine,16,wt %,0.407222423,0.325288436,-0.057311029
GS48,96,1,Sarcosine,20,wt %,0.455678544,0.325288436,-0.087867583
GS48,96,1,Sarcosine,24,wt %,0.509071679,0.325288436,-0.119833293
GS48,96,1,BetaineH2O,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,BetaineH2O,4,wt %,0.306226419,0.325288436,0.014816677
GS48,96,1,BetaineH2O,8,wt %,0.303160473,0.325288436,0.017267365
GS48,96,1,BetaineH2O,12,wt %,0.305886513,0.325288436,0.015087402
GS48,96,1,BetaineH2O,16,wt %,0.30941132,0.325288436,0.012291573
GS48,96,1,BetaineH2O,20,wt %,0.29868922,0.325288436,0.020877361
GS48,96,1,BetaineH2O,24,wt %,0.304219606,0.325288436,0.016418536
GS48,96,1,L-Tryptophan,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,L-Tryptophan,0.2,wt %,0.410276586,0.325288436,-0.059294496
GS48,96,1,L-Tryptophan,0.4,wt %,0.450547278,0.325288436,-0.084714171
GS48,96,1,L-Tryptophan,0.6,wt %,0.460784461,0.325288436,-0.090988926
GS48,96,1,L-Tryptophan,0.8,wt %,0.451624078,0.325288436,-0.085377333
GS48,96,1,L-Tryptophan,1,wt %,0.454886377,0.325288436,-0.087381862
GS48,96,1,L-Tryptophan,1.2,wt %,0.448595692,0.325288436,-0.083510301
GS48,96,1,D-Galactose,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,D-Galactose,4,wt %,0.292738393,0.325288436,0.025750676
GS48,96,1,D-Galactose,8,wt %,0.27450074,0.325288436,0.041215571
GS48,96,1,D-Galactose,12,wt %,0.259911921,0.325288436,0.054228162
GS48,96,1,D-Galactose,16,wt %,0.248556742,0.325288436,0.064805256
GS48,96,1,D-Galactose,20,wt %,0.233953567,0.325288436,0.079060966
GS48,96,1,D-Galactose,24,wt %,0.232167676,0.325288436,0.080859352
GS48,96,1,Trehalose2H2O,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Trehalose2H2O,4,wt %,0.313488931,0.325288436,0.009088602
GS48,96,1,Trehalose2H2O,8,wt %,0.304015279,0.325288436,0.016582107
GS48,96,1,Trehalose2H2O,12,wt %,0.295392799,0.325288436,0.023566997
GS48,96,1,Trehalose2H2O,16,wt %,0.29027028,0.325288436,0.027795745
GS48,96,1,Trehalose2H2O,20,wt %,0.287014224,0.325288436,0.030515795
GS48,96,1,Trehalose2H2O,24,wt %,0.277628642,0.325288436,0.038503074
GS48,96,1,D-Mannitol,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,D-Mannitol,2,wt %,0.315082326,0.325288436,0.0078459
GS48,96,1,D-Mannitol,4,wt %,0.300832646,0.325288436,0.019141394
GS48,96,1,D-Mannitol,6,wt %,0.303783701,0.325288436,0.016767599
GS48,96,1,D-Mannitol,8,wt %,0.303025463,0.325288436,0.017375738
GS48,96,1,D-Mannitol,10,wt %,0.303449208,0.325288436,0.017035726
GS48,96,1,D-Mannitol,12,wt %,0.290058409,0.325288436,0.027971968
GS48,96,1,Xylitol,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Xylitol,4,wt %,0.303268657,0.325288436,0.017180553
GS48,96,1,Xylitol,8,wt %,0.290702529,0.325288436,0.027436552
GS48,96,1,Xylitol,12,wt %,0.285591057,0.325288436,0.031712736
GS48,96,1,Xylitol,16,wt %,0.2775163,0.325288436,0.038600048
GS48,96,1,Xylitol,20,wt %,0.274198333,0.325288436,0.041479207
GS48,96,1,Xylitol,24,wt %,0.269894008,0.325288436,0.045258859
GS48,96,1,Meso-Erythritol,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Meso-Erythritol,4,wt %,0.299961705,0.325288436,0.01984556
GS48,96,1,Meso-Erythritol,8,wt %,0.290830486,0.325288436,0.027330306
GS48,96,1,Meso-Erythritol,12,wt %,0.287590977,0.325288436,0.030032128
GS48,96,1,Meso-Erythritol,16,wt %,0.270307481,0.325288436,0.044893554
GS48,96,1,Meso-Erythritol,20,wt %,0.269194762,0.325288436,0.04587774
GS48,96,1,Meso-Erythritol,24,wt %,0.265090181,0.325288436,0.049538755
GS48,96,1,Myo-Inositol,0,wt %,N/A,N/A,-0.002931469
GS48,96,1,Myo-Inositol,2,wt %,0.307773543,0.325288436,0.013587463
GS48,96,1,Myo-Inositol,4,wt %,0.304534181,0.325288436,0.016166881
GS48,96,1,Myo-Inositol,6,wt %,0.294969727,0.325288436,0.023913962
GS48,96,1,Myo-Inositol,8,wt %,0.296696303,0.325288436,0.022500525
GS48,96,1,Myo-Inositol,10,wt %,0.298014189,0.325288436,0.021426162
GS48,96,1,Myo-Inositol,12,wt %,0.30157087,0.325288436,0.01854582
GS48,96,1,Urea,0,M,N/A,N/A,-0.002931469
GS48,96,1,Urea,0.25,M,0.287154563,0.325288436,0.030398033
GS48,96,1,Urea,0.5,M,0.264814156,0.325288436,0.049786705
GS48,96,1,Urea,0.75,M,0.245789938,0.325288436,0.067447314
GS48,96,1,Urea,1,M,0.220775712,0.325288436,0.092639617
GS48,96,1,Urea,1.25,M,0.213690314,0.325288436,0.100254643
GS48,96,1,Urea,1.5,M,0.198476387,0.325288436,0.117445432
GS48,96,1,GuHCl,0,M,N/A,N/A,-0.002931469
GS48,96,1,GuHCl,0.25,M,0.240309081,0.325288436,0.072760738
GS48,96,1,GuHCl,0.5,M,0.207978599,0.325288436,0.106568042
GS48,96,1,GuHCl,0.75,M,0.185680006,0.325288436,0.132913463
GS48,96,1,GuHCl,1,M,0.165112445,0.325288436,0.160111616
GS48,96,1,GuHCl,1.25,M,0.148740709,0.325288436,0.184305506
GS48,96,1,GuHCl,1.5,M,0.127691725,0.325288436,0.21976533
GS48,96,1,Buffer (no NaCl),0,N/A,0.390905363,0.325288436,-0.046558752
GS48,96,1,Buffer (no NaCl),0,N/A,0.410027992,0.325288436,-0.059133378
GS48,96,1,Buffer (no NaCl),0,N/A,0.406108739,0.325288436,-0.056585576
GS48,96,1,Buffer (no NaCl),0,N/A,0.404847135,0.325288436,-0.055762332
GS48,96,1,Buffer (no NaCl),0,N/A,0.404069251,0.325288436,-0.055253966
GS48,96,1,Buffer (no NaCl),0,N/A,0.401472616,0.325288436,-0.053552718
GS48,96,1,NaCl,0,M,N/A,N/A,-0.054474454
GS48,96,1,NaCl,0.25,M,0.300594491,0.325288436,0.019333781
GS48,96,1,NaCl,0.5,M,0.305462714,0.325288436,0.015425281
GS48,96,1,NaCl,0.75,M,0.323991949,0.325288436,0.000986039
GS48,96,1,NaCl,1,M,0.355382205,0.325288436,-0.0221036
GS48,96,1,NaCl,1.25,M,0.376378136,0.325288436,-0.03674508
GS48,96,1,NaCl,1.5,M,0.421734754,0.325288436,-0.066660395
GS48,96,1,KCl,0,M,N/A,N/A,-0.054474454
GS48,96,1,KCl,0.25,M,0.30821822,0.325288436,0.013235072
GS48,96,1,KCl,0.5,M,0.314681745,0.325288436,0.008157852
GS48,96,1,KCl,0.75,M,0.341813992,0.325288436,-0.012315557
GS48,96,1,KCl,1,M,0.368652028,0.325288436,-0.031423847
GS48,96,1,KCl,1.25,M,0.398138646,0.325288436,-0.051358545
GS48,96,1,KCl,1.5,M,0.433838036,0.325288436,-0.074320621
PUMA,34,1,Buffer (standard),0,N/A,0.648566593,0.480238222,-0.108906091
PUMA,34,1,Buffer (standard),0,N/A,0.647087865,0.480238222,-0.10794297
PUMA,34,1,Buffer (standard),0,N/A,0.645527968,0.480238222,-0.106927845
PUMA,34,1,Buffer (standard),0,N/A,0.645534204,0.480238222,-0.106931901
PUMA,34,1,Buffer (standard),0,N/A,0.648578855,0.480238222,-0.108914081
PUMA,34,1,Buffer (standard),0,N/A,0.647463039,0.480238222,-0.108187252
PUMA,34,1,Ficoll,0,wt %,N/A,N/A,-0.107968356
PUMA,34,1,Ficoll,4,wt %,0.667234551,0.480238222,-0.12114206
PUMA,34,1,Ficoll,8,wt %,0.717661257,0.480238222,-0.155206508
PUMA,34,1,Ficoll,12,wt %,0.769066791,0.480238222,-0.192400975
PUMA,34,1,Ficoll,16,wt %,0.818194043,0.480238222,-0.231930188
PUMA,34,1,Ficoll,20,wt %,0.862152014,0.480238222,-0.27292676
PUMA,34,1,Ficoll,24,wt %,0.94977286,0.480238222,-0.39536236
PUMA,34,1,D-Sorbitol,0,wt %,N/A,N/A,-0.107968356
PUMA,34,1,D-Sorbitol,4,wt %,0.628596724,0.480238222,-0.095959958
PUMA,34,1,D-Sorbitol,8,wt %,0.627476029,0.480238222,-0.095236835
PUMA,34,1,D-Sorbitol,12,wt %,0.634939701,0.480238222,-0.100058905
PUMA,34,1,D-Sorbitol,16,wt %,0.640934908,0.480238222,-0.103943749
PUMA,34,1,D-Sorbitol,20,wt %,0.64511082,0.480238222,-0.106656526
PUMA,34,1,D-Sorbitol,24,wt %,0.659733962,0.480238222,-0.116207406
PUMA,34,1,Glycerol,0,wt %,N/A,N/A,-0.107968356
PUMA,34,1,Glycerol,4,wt %,0.618208594,0.480238222,-0.08926803
PUMA,34,1,Glycerol,8,wt %,0.612862514,0.480238222,-0.08583254
PUMA,34,1,Glycerol,12,wt %,0.610090849,0.480238222,-0.08405327
PUMA,34,1,Glycerol,16,wt %,0.605058539,0.480238222,-0.080825531
PUMA,34,1,Glycerol,20,wt %,0.601576271,0.480238222,-0.078593765
PUMA,34,1,Glycerol,24,wt %,0.595451412,0.480238222,-0.074671105
PUMA,34,1,PEG200,0,wt %,N/A,N/A,-0.107968356
PUMA,34,1,PEG200,4,wt %,0.608180702,0.480238222,-0.082827704
PUMA,34,1,PEG200,8,wt %,0.606459213,0.480238222,-0.081723601
PUMA,34,1,PEG200,12,wt %,0.611736209,0.480238222,-0.085109367
