protein_name,N,repeat,solute,conc,conc_unit,E_f,E_f_GS,chi
GS0,0,1,Buffer (standard),0,N/A,0.588634411,0.565210685,-0.015870382
GS0,0,1,Buffer (standard),0,N/A,0.584352755,0.565210685,-0.012970306
GS0,0,1,Buffer (standard),0,N/A,0.584213552,0.565210685,-0.012876024
GS0,0,1,Buffer (standard),0,N/A,0.587460185,0.565210685,-0.015075013
GS0,0,1,Buffer (standard),0,N/A,0.58252956,0.565210685,-0.011735466
GS0,0,1,Buffer (standard),0,N/A,0.585021472,0.565210685,-0.013423227
GS0,0,1,Ficoll,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,Ficoll,4,wt %,0.600246242,0.565210685,-0.023739389
GS0,0,1,Ficoll,8,wt %,0.631311803,0.565210685,-0.044880297
GS0,0,1,Ficoll,12,wt %,0.646413088,0.565210685,-0.055244149
GS0,0,1,Ficoll,16,wt %,0.663780563,0.565210685,-0.067272107
GS0,0,1,Ficoll,20,wt %,0.693201275,0.565210685,-0.088015166
GS0,0,1,Ficoll,24,wt %,0.715727381,0.565210685,-0.104319437
GS0,0,1,D-Sorbitol,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,D-Sorbitol,4,wt %,0.575518647,0.565210685,-0.006986576
GS0,0,1,D-Sorbitol,8,wt %,0.569988713,0.565210685,-0.00323943
GS0,0,1,D-Sorbitol,12,wt %,0.562523098,0.565210685,0.001823107
GS0,0,1,D-Sorbitol,16,wt %,0.558728739,0.565210685,0.004398423
GS0,0,1,D-Sorbitol,20,wt %,0.562079375,0.565210685,0.002124181
GS0,0,1,D-Sorbitol,24,wt %,0.560896836,0.565210685,0.002926668
GS0,0,1,Glycerol,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,Glycerol,4,wt %,0.575384785,0.565210685,-0.006895889
GS0,0,1,Glycerol,8,wt %,0.568855473,0.565210685,-0.002471285
GS0,0,1,Glycerol,12,wt %,0.552119035,0.565210685,0.008889412
GS0,0,1,Glycerol,16,wt %,0.543327754,0.565210685,0.014874573
GS0,0,1,Glycerol,20,wt %,0.537951556,0.565210685,0.018542857
GS0,0,1,Glycerol,24,wt %,0.528926453,0.565210685,0.024717504
GS0,0,1,PEG200,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG200,4,wt %,0.580500406,0.565210685,-0.010361112
GS0,0,1,PEG200,8,wt %,0.55875135,0.565210685,0.004383071
GS0,0,1,PEG200,12,wt %,0.554791122,0.565210685,0.007073038
GS0,0,1,PEG200,16,wt %,0.540420301,0.565210685,0.016857541
GS0,0,1,PEG200,20,wt %,0.538265026,0.565210685,0.018328781
GS0,0,1,PEG200,24,wt %,0.533724277,0.565210685,0.021432231
GS0,0,1,PEG1500,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG1500,4,wt %,0.591276334,0.565210685,-0.017660069
GS0,0,1,PEG1500,8,wt %,0.591702913,0.565210685,-0.017949067
GS0,0,1,PEG1500,12,wt %,0.59263813,0.565210685,-0.018582688
GS0,0,1,PEG1500,16,wt %,0.596751038,0.565210685,-0.02136984
GS0,0,1,PEG1500,20,wt %,0.602560302,0.565210685,-0.025308816
GS0,0,1,PEG1500,24,wt %,0.613374263,0.565210685,-0.032651895
GS0,0,1,PEG4000,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG4000,4,wt %,0.600912604,0.565210685,-0.024191268
GS0,0,1,PEG4000,8,wt %,0.60705836,0.565210685,-0.028361194
GS0,0,1,PEG4000,12,wt %,0.610354128,0.565210685,-0.030599404
GS0,0,1,PEG4000,16,wt %,0.658557007,0.565210685,-0.063640283
GS0,0,1,PEG4000,20,wt %,0.796066966,0.565210685,-0.167447595
GS0,0,1,PEG4000,24,wt %,0.928020611,0.565210685,-0.317770744
GS0,0,1,PEG8000,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG8000,4,wt %,0.605041509,0.565210685,-0.026992254
GS0,0,1,PEG8000,8,wt %,0.607005251,0.565210685,-0.02832514
GS0,0,1,PEG8000,12,wt %,0.615193022,0.565210685,-0.033888675
GS0,0,1,PEG8000,16,wt %,0.631645289,0.565210685,-0.04510839
GS0,0,1,PEG8000,20,wt %,0.653060977,0.565210685,-0.059832676
GS0,0,1,PEG8000,24,wt %,0.83102236,0.565210685,-0.198891502
GS0,0,1,Sucrose,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,Sucrose,4,wt %,0.574725,0.565210685,-0.006448895
GS0,0,1,Sucrose,8,wt %,0.560371002,0.565210685,0.003283561
GS0,0,1,Sucrose,12,wt %,0.557948552,0.565210685,0.004928186
GS0,0,1,Sucrose,16,wt %,0.546296105,0.565210685,0.012851986
GS0,0,1,Sucrose,20,wt %,0.546530206,0.565210685,0.012692552
GS0,0,1,Sucrose,24,wt %,0.548770566,0.565210685,0.011167305
GS0,0,1,L(+)-Arabinose,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,L(+)-Arabinose,4,wt %,0.571860126,0.565210685,-0.004507727
GS0,0,1,L(+)-Arabinose,8,wt %,0.560868924,0.565210685,0.002945611
GS0,0,1,L(+)-Arabinose,12,wt %,0.549859327,0.565210685,0.01042642
GS0,0,1,L(+)-Arabinose,16,wt %,0.550292132,0.565210685,0.010131963
GS0,0,1,L(+)-Arabinose,20,wt %,0.54597001,0.565210685,0.013074092
GS0,0,1,L(+)-Arabinose,24,wt %,0.545220444,0.565210685,0.013584709
GS0,0,1,Dextran,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,Dextran,4,wt %,0.60413355,0.565210685,-0.026376143
GS0,0,1,Dextran,8,wt %,0.632406127,0.565210685,-0.045628893
GS0,0,1,Dextran,12,wt %,0.666074149,0.565210685,-0.068871056
GS0,0,1,Dextran,16,wt %,0.707410144,0.565210685,-0.098249109
GS0,0,1,Dextran,20,wt %,0.745888705,0.565210685,-0.126934341
GS0,0,1,Dextran,24,wt %,0.819922075,0.565210685,-0.1885348
GS0,0,1,EG,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,EG,4,wt %,0.583374623,0.565210685,-0.012307822
GS0,0,1,EG,8,wt %,0.57992983,0.565210685,-0.009974648
GS0,0,1,EG,12,wt %,0.576723857,0.565210685,-0.007803032
GS0,0,1,EG,16,wt %,0.570853754,0.565210685,-0.003825717
GS0,0,1,EG,20,wt %,0.568717968,0.565210685,-0.002378074
GS0,0,1,EG,24,wt %,0.563254786,0.565210685,0.001326694
GS0,0,1,PEG400,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG400,4,wt %,0.582346366,0.565210685,-0.011611389
GS0,0,1,PEG400,8,wt %,0.577523963,0.565210685,-0.008345024
GS0,0,1,PEG400,12,wt %,0.572442525,0.565210685,-0.004902384
GS0,0,1,PEG400,16,wt %,0.571946379,0.565210685,-0.004566177
GS0,0,1,PEG400,20,wt %,0.571637344,0.565210685,-0.004356755
GS0,0,1,PEG400,24,wt %,0.571047562,0.565210685,-0.003957064
GS0,0,1,PEG2000,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG2000,4,wt %,0.594528161,0.565210685,-0.019863353
GS0,0,1,PEG2000,8,wt %,0.597944347,0.565210685,-0.02217872
GS0,0,1,PEG2000,12,wt %,0.601505885,0.565210685,-0.024593627
GS0,0,1,PEG2000,16,wt %,0.608450968,0.565210685,-0.029306746
GS0,0,1,PEG2000,20,wt %,0.611837889,0.565210685,-0.031607586
GS0,0,1,PEG2000,24,wt %,0.619718207,0.565210685,-0.036968566
GS0,0,1,PEG6000,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG6000,4,wt %,0.604613273,0.565210685,-0.026701655
GS0,0,1,PEG6000,8,wt %,0.611666263,0.565210685,-0.031490951
GS0,0,1,PEG6000,12,wt %,0.615396349,0.565210685,-0.034026977
GS0,0,1,PEG6000,16,wt %,0.623037769,0.565210685,-0.039230604
GS0,0,1,PEG6000,20,wt %,0.636795772,0.565210685,-0.048635291
GS0,0,1,PEG6000,24,wt %,0.729702738,0.565210685,-0.11467133
GS0,0,1,PEG10000,0,wt %,N/A,N/A,-0.013658403
GS0,0,1,PEG10000,4,wt %,0.607739108,0.565210685,-0.028823374
GS0,0,1,PEG10000,8,wt %,0.615401632,0.565210685,-0.03403057
GS0,0,1,PEG10000,12,wt %,0.623349083,0.565210685,-0.039442868
GS0,0,1,PEG10000,16,wt %,0.63259515,0.565210685,-0.045758234
GS0,0,1,PEG10000,20,wt %,0.677928114,0.565210685,-0.077180467
GS0,0,1,PEG10000,24,wt %,0.875403637,0.565210685,-0.245131297
GS0,0,1,Buffer (standard),0,N/A,0.576742111,0.565210685,-0.007815397
GS0,0,1,Buffer (standard),0,N/A,0.576624697,0.565210685,-0.007735859
GS0,0,1,Buffer (standard),0,N/A,0.578605944,0.565210685,-0.009077927
GS0,0,1,Buffer (standard),0,N/A,0.574642868,0.565210685,-0.00639325
GS0,0,1,Buffer (standard),0,N/A,0.580227743,0.565210685,-0.010176432
GS0,0,1,Buffer (standard),0,N/A,0.574064658,0.565210685,-0.006001503
GS0,0,1,L-Proline,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,L-Proline,4,wt %,0.57967609,0.565210685,-0.009802783
GS0,0,1,L-Proline,8,wt %,0.570037427,0.565210685,-0.003272447
GS0,0,1,L-Proline,12,wt %,0.564687209,0.565210685,0.000355036
GS0,0,1,L-Proline,16,wt %,0.55808841,0.565210685,0.004833213
GS0,0,1,L-Proline,20,wt %,0.556731271,0.565210685,0.005754914
GS0,0,1,L-Proline,24,wt %,0.560161696,0.565210685,0.00342563
GS0,0,1,Glycine,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Glycine,2,wt %,0.60178257,0.565210685,-0.024781286
GS0,0,1,Glycine,4,wt %,0.616958991,0.565210685,-0.035090136
GS0,0,1,Glycine,6,wt %,0.63954393,0.565210685,-0.050520534
GS0,0,1,Glycine,8,wt %,0.670105608,0.565210685,-0.071688216
GS0,0,1,Glycine,10,wt %,0.702859521,0.565210685,-0.094953699
GS0,0,1,Glycine,12,wt %,0.722140838,0.565210685,-0.109045103
GS0,0,1,Tricine,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Tricine,4,wt %,0.56629355,0.565210685,-0.000734344
GS0,0,1,Tricine,8,wt %,0.541864993,0.565210685,0.015871978
GS0,0,1,Tricine,12,wt %,0.514347265,0.565210685,0.034745352
GS0,0,1,Tricine,16,wt %,0.496788504,0.565210685,0.046931867
GS0,0,1,Tricine,20,wt %,0.483415964,0.565210685,0.056311275
GS0,0,1,Tricine,24,wt %,0.461984432,0.565210685,0.071560016
GS0,0,1,Sarcosine,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Sarcosine,4,wt %,0.609226457,0.565210685,-0.029833406
GS0,0,1,Sarcosine,8,wt %,0.636743959,0.565210685,-0.04859977
GS0,0,1,Sarcosine,12,wt %,0.66769803,0.565210685,-0.070004772
GS0,0,1,Sarcosine,16,wt %,0.708004917,0.565210685,-0.098681136
GS0,0,1,Sarcosine,20,wt %,0.747088356,0.565210685,-0.127856277
GS0,0,1,Sarcosine,24,wt %,0.777948944,0.565210685,-0.152306458
GS0,0,1,BetaineH2O,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,BetaineH2O,4,wt %,0.585527252,0.565210685,-0.013765794
GS0,0,1,BetaineH2O,8,wt %,0.581309152,0.565210685,-0.010908883
GS0,0,1,BetaineH2O,12,wt %,0.57701548,0.565210685,-0.00800058
GS0,0,1,BetaineH2O,16,wt %,0.580116635,0.565210685,-0.010101176
GS0,0,1,BetaineH2O,20,wt %,0.574642944,0.565210685,-0.006393302
GS0,0,1,BetaineH2O,24,wt %,0.580296294,0.565210685,-0.010222863
GS0,0,1,L-Tryptophan,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,L-Tryptophan,0.2,wt %,0.592854047,0.565210685,-0.018728981
GS0,0,1,L-Tryptophan,0.4,wt %,0.602450902,0.565210685,-0.025234607
GS0,0,1,L-Tryptophan,0.6,wt %,0.597258274,0.565210685,-0.021713654
GS0,0,1,L-Tryptophan,0.8,wt %,0.599076258,0.565210685,-0.022946088
GS0,0,1,L-Tryptophan,1,wt %,0.590214434,0.565210685,-0.016940687
GS0,0,1,L-Tryptophan,1.2,wt %,0.601384866,0.565210685,-0.02451155
GS0,0,1,D-Galactose,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,D-Galactose,4,wt %,0.561433771,0.565210685,0.002562276
GS0,0,1,D-Galactose,8,wt %,0.545848968,0.565210685,0.01315654
GS0,0,1,D-Galactose,12,wt %,0.532350106,0.565210685,0.022372516
GS0,0,1,D-Galactose,16,wt %,0.524961521,0.565210685,0.027437635
GS0,0,1,D-Galactose,20,wt %,0.519120145,0.565210685,0.031454402
GS0,0,1,D-Galactose,24,wt %,0.510111779,0.565210685,0.037673018
GS0,0,1,Trehalose2H2O,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Trehalose2H2O,4,wt %,0.569652494,0.565210685,-0.003011541
GS0,0,1,Trehalose2H2O,8,wt %,0.563001283,0.565210685,0.001498676
GS0,0,1,Trehalose2H2O,12,wt %,0.555947996,0.565210685,0.006286997
GS0,0,1,Trehalose2H2O,16,wt %,0.54962034,0.565210685,0.010589028
GS0,0,1,Trehalose2H2O,20,wt %,0.536530502,0.565210685,0.019513639
GS0,0,1,Trehalose2H2O,24,wt %,0.536934784,0.565210685,0.019237405
GS0,0,1,D-Mannitol,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,D-Mannitol,2,wt %,0.545539941,0.565210685,0.013367048
GS0,0,1,D-Mannitol,4,wt %,0.574228869,0.565210685,-0.006112761
GS0,0,1,D-Mannitol,6,wt %,0.576992319,0.565210685,-0.007984891
GS0,0,1,D-Mannitol,8,wt %,0.574152948,0.565210685,-0.006061322
GS0,0,1,D-Mannitol,10,wt %,0.5776251,0.565210685,-0.008413533
GS0,0,1,D-Mannitol,12,wt %,0.573006499,0.565210685,-0.005284536
GS0,0,1,Xylitol,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Xylitol,4,wt %,0.57537648,0.565210685,-0.006890263
GS0,0,1,Xylitol,8,wt %,0.564067903,0.565210685,0.000775104
GS0,0,1,Xylitol,12,wt %,0.559340286,0.565210685,0.003983229
GS0,0,1,Xylitol,16,wt %,0.556248576,0.565210685,0.006082801
GS0,0,1,Xylitol,20,wt %,0.55055048,0.565210685,0.009956215
GS0,0,1,Xylitol,24,wt %,0.549929573,0.565210685,0.010378626
GS0,0,1,Meso-Erythritol,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Meso-Erythritol,4,wt %,0.57856286,0.565210685,-0.009048744
GS0,0,1,Meso-Erythritol,8,wt %,0.559639183,0.565210685,0.003780318
GS0,0,1,Meso-Erythritol,12,wt %,0.565738488,0.565210685,-0.000357944
GS0,0,1,Meso-Erythritol,16,wt %,0.556223155,0.565210685,0.006100069
GS0,0,1,Meso-Erythritol,20,wt %,0.557108698,0.565210685,0.005498558
GS0,0,1,Meso-Erythritol,24,wt %,0.55436567,0.565210685,0.007362165
GS0,0,1,Myo-Inositol,0,wt %,N/A,N/A,-0.007866728
GS0,0,1,Myo-Inositol,2,wt %,0.583599341,0.565210685,-0.012460022
GS0,0,1,Myo-Inositol,4,wt %,0.584477159,0.565210685,-0.013054564
GS0,0,1,Myo-Inositol,6,wt %,0.579555458,0.565210685,-0.009721075
GS0,0,1,Myo-Inositol,8,wt %,0.582750859,0.565210685,-0.01188535
GS0,0,1,Myo-Inositol,10,wt %,0.584567972,0.565210685,-0.013116072
GS0,0,1,Myo-Inositol,12,wt %,0.592809979,0.565210685,-0.018699123
GS0,0,1,Urea,0,M,N/A,N/A,-0.007866728
GS0,0,1,Urea,0.25,M,0.574382989,0.565210685,-0.00621718
GS0,0,1,Urea,0.5,M,0.55044757,0.565210685,0.010026221
GS0,0,1,Urea,0.75,M,0.530983323,0.565210685,0.02330827
GS0,0,1,Urea,1,M,0.527166839,0.565210685,0.025924081
GS0,0,1,Urea,1.25,M,0.509708701,0.565210685,0.037952007
GS0,0,1,Urea,1.5,M,0.498414807,0.565210685,0.04579737
GS0,0,1,GuHCl,0,M,N/A,N/A,-0.007866728
GS0,0,1,GuHCl,0.25,M,0.552268356,0.565210685,0.008787879
GS0,0,1,GuHCl,0.5,M,0.531600208,0.565210685,0.02288586
GS0,0,1,GuHCl,0.75,M,0.507500433,0.565210685,0.039481639
GS0,0,1,GuHCl,1,M,0.480301661,0.565210685,0.058509573
GS0,0,1,GuHCl,1.25,M,0.454518583,0.565210685,0.07694445
GS0,0,1,GuHCl,1.5,M,0.434314097,0.565210685,0.091734802
GS0,0,1,Buffer (no NaCl),0,N/A,0.637492363,0.565210685,-0.049112922
GS0,0,1,Buffer (no NaCl),0,N/A,0.636211155,0.565210685,-0.048234555
GS0,0,1,Buffer (no NaCl),0,N/A,0.639138514,0.565210685,-0.050242262
GS0,0,1,Buffer (no NaCl),0,N/A,0.641148983,0.565210685,-0.051622765
GS0,0,1,Buffer (no NaCl),0,N/A,0.625799696,0.565210685,-0.041114581
GS0,0,1,Buffer (no NaCl),0,N/A,0.629760977,0.565210685,-0.043819996
GS0,0,1,NaCl,0,M,N/A,N/A,-0.047357847
GS0,0,1,NaCl,0.25,M,0.575130996,0.565210685,-0.006723953
GS0,0,1,NaCl,0.5,M,0.562621409,0.565210685,0.001756405
GS0,0,1,NaCl,0.75,M,0.574738108,0.565210685,-0.006457776
GS0,0,1,NaCl,1,M,0.593077236,0.565210685,-0.018880204
GS0,0,1,NaCl,1.25,M,0.607649892,0.565210685,-0.028762799
GS0,0,1,NaCl,1.5,M,0.634697926,0.565210685,-0.047197781
GS0,0,1,KCl,0,M,N/A,N/A,-0.047357847
GS0,0,1,KCl,0.25,M,0.56551756,0.565210685,-0.000208119
GS0,0,1,KCl,0.5,M,0.560121463,0.565210685,0.003452939
GS0,0,1,KCl,0.75,M,0.566661638,0.565210685,-0.000983938
GS0,0,1,KCl,1,M,0.585819142,0.565210685,-0.013963494
GS0,0,1,KCl,1.25,M,0.596147466,0.565210685,-0.020960753
GS0,0,1,KCl,1.5,M,0.617434667,0.565210685,-0.03541386
GS8,16,1,Buffer (standard),0,N/A,0.495520834,0.525223643,0.020013885
GS8,16,1,Buffer (standard),0,N/A,0.494817887,0.525223643,0.020492051
GS8,16,1,Buffer (standard),0,N/A,0.491768047,0.525223643,0.022569435
GS8,16,1,Buffer (standard),0,N/A,0.492716601,0.525223643,0.021922842
GS8,16,1,Buffer (standard),0,N/A,0.486517273,0.525223643,0.026156956
GS8,16,1,Buffer (standard),0,N/A,0.482174187,0.525223643,0.029135329
GS8,16,1,Ficoll,0,wt %,N/A,N/A,0.02338175
GS8,16,1,Ficoll,4,wt %,0.507954912,0.525223643,0.011593011
GS8,16,1,Ficoll,8,wt %,0.544562846,0.525223643,-0.012873967
GS8,16,1,Ficoll,12,wt %,0.569909277,0.525223643,-0.02963545
GS8,16,1,Ficoll,16,wt %,0.609939849,0.525223643,-0.056047893
GS8,16,1,Ficoll,20,wt %,0.633087545,0.525223643,-0.071406488
GS8,16,1,Ficoll,24,wt %,0.655929052,0.525223643,-0.086712065
GS8,16,1,D-Sorbitol,0,wt %,N/A,N/A,0.02338175
GS8,16,1,D-Sorbitol,4,wt %,0.475917829,0.525223643,0.033444359
GS8,16,1,D-Sorbitol,8,wt %,0.467528523,0.525223643,0.039259262
GS8,16,1,D-Sorbitol,12,wt %,0.457221384,0.525223643,0.046466259
GS8,16,1,D-Sorbitol,16,wt %,0.457158054,0.525223643,0.046510768
GS8,16,1,D-Sorbitol,20,wt %,0.45303205,0.525223643,0.049416824
GS8,16,1,D-Sorbitol,24,wt %,0.455944889,0.525223643,0.047363949
GS8,16,1,Glycerol,0,wt %,N/A,N/A,0.02338175
GS8,16,1,Glycerol,4,wt %,0.477185581,0.525223643,0.03256937
GS8,16,1,Glycerol,8,wt %,0.463740109,0.525223643,0.041899845
GS8,16,1,Glycerol,12,wt %,0.438444514,0.525223643,0.059795822
GS8,16,1,Glycerol,16,wt %,0.437860747,0.525223643,0.060214763
GS8,16,1,Glycerol,20,wt %,0.423668249,0.525223643,0.070492516
GS8,16,1,Glycerol,24,wt %,0.421470156,0.525223643,0.072100966
GS8,16,1,PEG200,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG200,4,wt %,0.47896787,0.525223643,0.031340845
GS8,16,1,PEG200,8,wt %,0.468077393,0.525223643,0.03887747
GS8,16,1,PEG200,12,wt %,0.447550198,0.525223643,0.053297473
GS8,16,1,PEG200,16,wt %,0.446578571,0.525223643,0.053987708
GS8,16,1,PEG200,20,wt %,0.436290567,0.525223643,0.061343043
GS8,16,1,PEG200,24,wt %,0.427331915,0.525223643,0.067821856
GS8,16,1,PEG1500,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG1500,4,wt %,0.497799027,0.525223643,0.018465797
GS8,16,1,PEG1500,8,wt %,0.510846458,0.525223643,0.00964415
GS8,16,1,PEG1500,12,wt %,0.504269154,0.525223643,0.014082109
GS8,16,1,PEG1500,16,wt %,0.534285049,0.525223643,-0.006044234
GS8,16,1,PEG1500,20,wt %,0.548128116,0.525223643,-0.015237723
GS8,16,1,PEG1500,24,wt %,0.574303426,0.525223643,-0.032534125
GS8,16,1,PEG4000,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG4000,4,wt %,0.515790128,0.525223643,0.006319681
GS8,16,1,PEG4000,8,wt %,0.537512224,0.525223643,-0.008191446
GS8,16,1,PEG4000,12,wt %,0.532604665,0.525223643,-0.004925115
GS8,16,1,PEG4000,16,wt %,0.568628049,0.525223643,-0.028790024
GS8,16,1,PEG4000,20,wt %,0.679311924,0.525223643,-0.102616404
GS8,16,1,PEG4000,24,wt %,0.831790846,0.525223643,-0.220860698
GS8,16,1,PEG8000,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG8000,4,wt %,0.518025742,0.525223643,0.004819253
GS8,16,1,PEG8000,8,wt %,0.541793596,0.525223643,-0.011036161
GS8,16,1,PEG8000,12,wt %,0.524937326,0.525223643,0.000191378
GS8,16,1,PEG8000,16,wt %,0.572907594,0.525223643,-0.031613464
GS8,16,1,PEG8000,20,wt %,0.666412239,0.525223643,-0.093807657
GS8,16,1,PEG8000,24,wt %,0.874248441,0.525223643,-0.263868137
GS8,16,1,Sucrose,0,wt %,N/A,N/A,0.02338175
GS8,16,1,Sucrose,4,wt %,0.475708316,0.525223643,0.033589055
GS8,16,1,Sucrose,8,wt %,0.471862257,0.525223643,0.036249955
GS8,16,1,Sucrose,12,wt %,0.460610564,0.525223643,0.044088441
GS8,16,1,Sucrose,16,wt %,0.450250921,0.525223643,0.05138275
GS8,16,1,Sucrose,20,wt %,0.447756257,0.525223643,0.053151185
GS8,16,1,Sucrose,24,wt %,0.448454176,0.525223643,0.052655956
GS8,16,1,L(+)-Arabinose,0,wt %,N/A,N/A,0.02338175
GS8,16,1,L(+)-Arabinose,4,wt %,0.467701134,0.525223643,0.039139173
GS8,16,1,L(+)-Arabinose,8,wt %,0.458801555,0.525223643,0.04535662
GS8,16,1,L(+)-Arabinose,12,wt %,0.42667863,0.525223643,0.068297151
GS8,16,1,L(+)-Arabinose,16,wt %,0.441252334,0.525223643,0.057784783
GS8,16,1,L(+)-Arabinose,20,wt %,0.434438216,0.525223643,0.062676809
GS8,16,1,L(+)-Arabinose,24,wt %,0.437514834,0.525223643,0.060463144
GS8,16,1,Dextran,0,wt %,N/A,N/A,0.02338175
GS8,16,1,Dextran,4,wt %,0.511817933,0.525223643,0.00899013
GS8,16,1,Dextran,8,wt %,0.531236306,0.525223643,-0.004013235
GS8,16,1,Dextran,12,wt %,0.581732316,0.525223643,-0.037432818
GS8,16,1,Dextran,16,wt %,0.608092518,0.525223643,-0.054826551
GS8,16,1,Dextran,20,wt %,0.643656584,0.525223643,-0.07846546
GS8,16,1,Dextran,24,wt %,0.695618561,0.525223643,-0.113898038
GS8,16,1,EG,0,wt %,N/A,N/A,0.02338175
GS8,16,1,EG,4,wt %,0.481423804,0.525223643,0.029650972
GS8,16,1,EG,8,wt %,0.486402907,0.525223643,0.026235254
GS8,16,1,EG,12,wt %,0.483387237,0.525223643,0.028302416
GS8,16,1,EG,16,wt %,0.483234412,0.525223643,0.028407305
GS8,16,1,EG,20,wt %,0.477810297,0.525223643,0.032138546
GS8,16,1,EG,24,wt %,0.473031542,0.525223643,0.03544003
GS8,16,1,PEG400,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG400,4,wt %,0.486853114,0.525223643,0.025927068
GS8,16,1,PEG400,8,wt %,0.479409276,0.525223643,0.03103687
GS8,16,1,PEG400,12,wt %,0.480217117,0.525223643,0.030480838
GS8,16,1,PEG400,16,wt %,0.482166548,0.525223643,0.029140577
GS8,16,1,PEG400,20,wt %,0.487196599,0.525223643,0.025692009
GS8,16,1,PEG400,24,wt %,0.488936452,0.525223643,0.024502319
GS8,16,1,PEG2000,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG2000,4,wt %,0.505846529,0.525223643,0.013016168
GS8,16,1,PEG2000,8,wt %,0.519027882,0.525223643,0.004147241
GS8,16,1,PEG2000,12,wt %,0.531563085,0.525223643,-0.004231049
GS8,16,1,PEG2000,16,wt %,0.547493203,0.525223643,-0.014816961
GS8,16,1,PEG2000,20,wt %,0.561101539,0.525223643,-0.023820619
GS8,16,1,PEG2000,24,wt %,0.582803252,0.525223643,-0.038138913
GS8,16,1,PEG6000,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG6000,4,wt %,0.518770881,0.525223643,0.004319547
GS8,16,1,PEG6000,8,wt %,0.536988133,0.525223643,-0.007842919
GS8,16,1,PEG6000,12,wt %,0.551682883,0.525223643,-0.017592131
GS8,16,1,PEG6000,16,wt %,0.57561885,0.525223643,-0.033401663
GS8,16,1,PEG6000,20,wt %,0.618639061,0.525223643,-0.061806667
GS8,16,1,PEG6000,24,wt %,0.807948532,0.525223643,-0.199585674
GS8,16,1,PEG10000,0,wt %,N/A,N/A,0.02338175
GS8,16,1,PEG10000,4,wt %,0.521365709,0.525223643,0.002580889
GS8,16,1,PEG10000,8,wt %,0.542800949,0.525223643,-0.011704879
GS8,16,1,PEG10000,12,wt %,0.558847187,0.525223643,-0.022330963
GS8,16,1,PEG10000,16,wt %,0.585952956,0.525223643,-0.040215599
GS8,16,1,PEG10000,20,wt %,0.706683332,0.525223643,-0.121662996
GS8,16,1,PEG10000,24,wt %,0.908430426,0.525223643,-0.306224246
GS8,16,1,Buffer (standard),0,N/A,0.534669417,0.525223643,-0.006300115
GS8,16,1,Buffer (standard),0,N/A,0.537898678,0.525223643,-0.0084484
GS8,16,1,Buffer (standard),0,N/A,0.53710219,0.525223643,-0.007918774
GS8,16,1,Buffer (standard),0,N/A,0.538406852,0.525223643,-0.00878623
GS8,16,1,Buffer (standard),0,N/A,0.535417189,0.525223643,-0.00679781
GS8,16,1,Buffer (standard),0,N/A,0.535562334,0.525223643,-0.006894397
GS8,16,1,L-Proline,0,wt %,N/A,N/A,-0.007524288
GS8,16,1,L-Proline,4,wt %,0.52206175,0.525223643,0.002114893
GS8,16,1,L-Proline,8,wt %,0.509935557,0.525223643,0.010257726
GS8,16,1,L-Proline,12,wt %,0.499057408,0.525223643,0.017611734
GS8,16,1,L-Proline,16,wt %,0.495965355,0.525223643,0.019711629
GS8,16,1,L-Proline,20,wt %,0.487427143,0.525223643,0.025534276
GS8,16,1,L-Proline,24,wt %,0.484717688,0.525223643,0.027389821
GS8,16,1,Glycine,0,wt %,N/A,N/A,-0.007524288
GS8,16,1,Glycine,2,wt %,0.546806391,0.525223643,-0.014361718
